name,main_category,category,address,city,postal,country,phone,place_id,cid,url,search_term,hours,rating,reviews_count,lat,lng,dine_in,takeout,vegetarian,alcohol,beer,coffee,breakfast,lunch,dinner,wifi,restroom,casual,family_friendly,tourists,reservations,cash_only
Brotherhood Liquor Shop,Bar,Bar,"M9F7+8XJ, Hanumante Chowk Bus Stop, F091, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,,ChIJ9V4tzDkb6zkRwvkup_BAiGc,7460284185080428994,https://www.google.com/maps/search/?api=1&query=Brotherhood%20Liquor%20Shop&query_place_id=ChIJ9V4tzDkb6zkRwvkup_BAiGc,pub,9 AM to 10 PM,5.0,1,27.6733387,85.364884,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Bisauni Restro,Restaurant,Restaurant,"Gatthaghar marga, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-6691586,ChIJE8Uy2m4b6zkRG1vHH95IpUo,5378785448817023771,https://www.google.com/maps/search/?api=1&query=Bisauni%20Restro&query_place_id=ChIJE8Uy2m4b6zkRG1vHH95IpUo,restaurant,,4.1,27,27.6767413,85.375151,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Jojolapa Khaja Ghar,Nepalese restaurant,Nepalese restaurant,"M9GF+5WJ, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 986-0329542,ChIJ6XfIge8b6zkRonAG9zIPeXc,8608928874262589602,https://www.google.com/maps/search/?api=1&query=Jojolapa%20Khaja%20Ghar&query_place_id=ChIJ6XfIge8b6zkRonAG9zIPeXc,restaurant,,5.0,3,27.6754617,85.3747703,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Bajeko Sekuwa Gatthaghar,Barbecue restaurant,Barbecue restaurant,"Araniko Highway, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 1-6633688,ChIJ9dXKO0Eb6zkRUZfxwvrQ4yU,2730255574547666769,https://www.google.com/maps/search/?api=1&query=Bajeko%20Sekuwa%20Gatthaghar&query_place_id=ChIJ9dXKO0Eb6zkRUZfxwvrQ4yU,restaurant,10 AM to 10 PM,3.8,288,27.6743794,85.3707034,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Gatthaghar Food Cafe,Family restaurant,Family restaurant,"गट्ठाघर मार्केट, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,44800,NP,+977 981-8085883,ChIJs6NA5xIa6zkRBqZnTxFl_I4,10303221172537894406,https://www.google.com/maps/search/?api=1&query=Gatthaghar%20Food%20Cafe&query_place_id=ChIJs6NA5xIa6zkRBqZnTxFl_I4,restaurant,7 AM to 8 PM,3.3,24,27.674598,85.3742549,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0
M2 Restaurant & Bar,Restaurant,Restaurant,"M9F8+V6C, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 1-6636458,ChIJfTeSNugb6zkRkdUjfyhUlIk,9913641212657784209,https://www.google.com/maps/search/?api=1&query=M2%20Restaurant%20%26%20Bar&query_place_id=ChIJfTeSNugb6zkRkdUjfyhUlIk,restaurant,9 AM to 9 PM,4.3,3,27.6746946,85.3655019,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
Yomari Cafe,Restaurant,Restaurant,"M9FF+P86, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 980-8551145,ChIJef3c7ykb6zkR6dAmw0uT8Zg,11020751716758245609,https://www.google.com/maps/search/?api=1&query=Yomari%20Cafe&query_place_id=ChIJef3c7ykb6zkR6dAmw0uT8Zg,restaurant,Open 24 hours,4.4,9,27.6742924,85.3732771,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Koila Multi Cuisine Restaurant - Gatthaghar,Fast food restaurant,Fast food restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 976-1799545,ChIJ1RjV-tkb6zkRZgj6QgUD_4s,10087785011466602598,https://www.google.com/maps/search/?api=1&query=Koila%20Multi%20Cuisine%20Restaurant%20-%20Gatthaghar&query_place_id=ChIJ1RjV-tkb6zkRZgj6QgUD_4s,restaurant,10 AM to 10 PM,3.7,70,27.6742127,85.3727102,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Universal Star Foodland,Restaurant,Restaurant,"M9FF+JWJ, गट्ठाघर मार्ग, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 1-6633934,ChIJk-gUzxIa6zkRLMjoqNuUlqA,11571599963727644716,https://www.google.com/maps/search/?api=1&query=Universal%20Star%20Foodland&query_place_id=ChIJk-gUzxIa6zkRLMjoqNuUlqA,restaurant,8 AM to 10 PM,3.2,44,27.6740956,85.3747591,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0
Purbeli bhanchha ghar.& थकाली खाना।,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 980-8691601,ChIJPZkJZWQb6zkRA8kVZugJFKw,12399546567807584515,https://www.google.com/maps/search/?api=1&query=Purbeli%20bhanchha%20ghar.%26%20%E0%A4%A5%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%20%E0%A4%96%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A5%A4&query_place_id=ChIJPZkJZWQb6zkRA8kVZugJFKw,restaurant,9 AM to 9 PM,3.3,43,27.6736555,85.3737886,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
Junction Cafe And Restaurant,Restaurant,Restaurant,"Gatthaghar Marg, Kathmandu 44600, Nepal",Kathmandu,44600,NP,,ChIJzXPmMAAb6zkRYCp61T1P3pY,10871213677512108640,https://www.google.com/maps/search/?api=1&query=Junction%20Cafe%20And%20Restaurant&query_place_id=ChIJzXPmMAAb6zkRYCp61T1P3pY,restaurant,8 AM to 10 PM,3.7,3,27.6743329,85.3719916,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Beeburger And Real Kitchen,Restaurant,Restaurant,"Chardobato, Bhaktapur 44600, Nepal",Bhaktapur,,NP,+977 976-6896816,ChIJR6IZymsb6zkRsyGcyninckQ,4932188679161258419,https://www.google.com/maps/search/?api=1&query=Beeburger%20And%20Real%20Kitchen&query_place_id=ChIJR6IZymsb6zkRsyGcyninckQ,restaurant,8 AM to 10 PM,4.3,74,27.6737832,85.379333,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
Aangeno Restaurent and Sekuwa Thalo,Restaurant,Restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,,ChIJK3S8epYb6zkRgZspVa32SCY,2758725996082994049,https://www.google.com/maps/search/?api=1&query=Aangeno%20Restaurent%20and%20Sekuwa%20Thalo&query_place_id=ChIJK3S8epYb6zkRgZspVa32SCY,restaurant,9 AM to 9:30 PM,3.7,20,27.6679847,85.3652219,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
The Burger House And Crunchy Fried Chicken- Balkot Bhaktapur,Restaurant,Restaurant,"bhaktapur 44600, Nepal",bhaktapur,44600,NP,+977 1-5900666,ChIJiagfDAAb6zkRW2kBB3gcXMU,14221273025168370011,https://www.google.com/maps/search/?api=1&query=The%20Burger%20House%20And%20Crunchy%20Fried%20Chicken-%20Balkot%20Bhaktapur&query_place_id=ChIJiagfDAAb6zkRW2kBB3gcXMU,dessert restaurant,9 AM to 9 PM,4.0,50,27.6651826,85.3667275,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
Utsav Bakery Cafe,Bakery,Bakery,"M9C7+6RG, Balkot Near by Mega bank, 44600, Nepal",Anantalingeshwar,44600,NP,+977 980-1540451,ChIJkYVaF6sb6zkRB3HFoG2O1-M,16417747568102306055,https://www.google.com/maps/search/?api=1&query=Utsav%20Bakery%20Cafe&query_place_id=ChIJkYVaF6sb6zkRB3HFoG2O1-M,dessert restaurant,5 AM to 10 PM,4.0,6,27.6705557,85.3645936,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
जनकपुरीया स्वीटस्,Dessert shop,Dessert shop,"M9F8+W44, कैलाशटार मार्ग, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 980-8857169,ChIJbQMCgBAa6zkRfUHPvZz15M8,14980368314089292157,https://www.google.com/maps/search/?api=1&query=%E0%A4%9C%E0%A4%A8%E0%A4%95%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80%E0%A4%AF%E0%A4%BE%20%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A5%80%E0%A4%9F%E0%A4%B8%E0%A5%8D&query_place_id=ChIJbQMCgBAa6zkRfUHPvZz15M8,dessert shop,6 AM to 9 PM,0.0,0,27.6747613,85.3653239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Cafe & Burger House,Restaurant,Restaurant,"M9F8+RRM, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 984-3067641,ChIJL00jC0wb6zkR_NWfE2eUgw0,973785114873943548,https://www.google.com/maps/search/?api=1&query=Coffee%20Cafe%20%26%20Burger%20House&query_place_id=ChIJL00jC0wb6zkR_NWfE2eUgw0,cafe,7:15 AM to 10 PM,4.4,20,27.6745872,85.3670569,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0
Namo Buddha Cafe and Tanduri Kitchen,Cafe,Cafe,"M9FF+CWP, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,44800,NP,+977 984-9573110,ChIJWaCaxxIa6zkRFq1sESjhfO4,17184857840346246422,https://www.google.com/maps/search/?api=1&query=Namo%20Buddha%20Cafe%20and%20Tanduri%20Kitchen&query_place_id=ChIJWaCaxxIa6zkRFq1sESjhfO4,cafe,10 AM to 7 PM,5.0,1,27.6735883,85.3748384,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
Hookahchhen Cafe,Coffee shop,Coffee shop,"M998+56X, Anantalingeshwar 44811, Nepal",Anantalingeshwar,44811,NP,,ChIJaf0zcAAb6zkRdUtp6qOe764,12605468308882934645,https://www.google.com/maps/search/?api=1&query=Hookahchhen%20Cafe&query_place_id=ChIJaf0zcAAb6zkRdUtp6qOe764,cafe,1 AM to 9 PM,5.0,3,27.6679906,85.3656359,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Neeva’s Cafe & Pizzeria,Coffee shop,Coffee shop,"M9FF+9PQ, Gatthaghar Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 1-5912797,ChIJ2Xfz-LYb6zkRUUDFWmesDlw,6633428861067804753,https://www.google.com/maps/search/?api=1&query=Neeva%E2%80%99s%20Cafe%20%26%20Pizzeria&query_place_id=ChIJ2Xfz-LYb6zkRUUDFWmesDlw,cafe,8 AM to 9 PM,3.9,17,27.673457,85.3743608,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
BB Liquor shop Thimi,Cafe,Cafe,"Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,44800,NP,+977 984-9470540,ChIJR9n79BIa6zkR166bE0k7wHg,8701019665127419607,https://www.google.com/maps/search/?api=1&query=BB%20Liquor%20shop%20Thimi&query_place_id=ChIJR9n79BIa6zkR166bE0k7wHg,cafe,7 AM to 7:30 PM,5.0,2,27.673699,85.3732309,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
baristas coffee shop,Coffee shop,Coffee shop,"Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,,ChIJn6vXfh0b6zkR87b_vChzO6w,12410639816956294899,https://www.google.com/maps/search/?api=1&query=baristas%20coffee%20shop&query_place_id=ChIJn6vXfh0b6zkR87b_vChzO6w,cafe,,4.0,3,27.6744056,85.3691595,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Himalayan Orbit Cafe,Cafe,Cafe,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 976-1444550,ChIJvbaRewAb6zkRtNNJtMA2auE,16242855207351473076,https://www.google.com/maps/search/?api=1&query=Himalayan%20Orbit%20Cafe&query_place_id=ChIJvbaRewAb6zkRtNNJtMA2auE,cafe,7 AM to 8 PM,0.0,0,27.6736844,85.3734008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friends Cafe And Sekuwa House,Restaurant,Restaurant,"M9FF+M97, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,,ChIJ810n8RIa6zkRVZIKNT-GVk4,5644846788986442325,https://www.google.com/maps/search/?api=1&query=Friends%20Cafe%20And%20Sekuwa%20House&query_place_id=ChIJ810n8RIa6zkRVZIKNT-GVk4,cafe,8 AM to 8 PM,4.3,4,27.6741543,85.3734271,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0
Heart To Heart Cafe,Cafe,Cafe,"M9FF+4GX, Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,,ChIJRXp-kBIa6zkRrPpKFz8u9EA,4680416761253395116,https://www.google.com/maps/search/?api=1&query=Heart%20To%20Heart%20Cafe&query_place_id=ChIJRXp-kBIa6zkRrPpKFz8u9EA,cafe,8 AM to 9 PM,1.0,1,27.6728689,85.37385,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
RR Fast Food & Momo Center,Cafe,Cafe,"M9FF+F5R, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 984-9574932,ChIJhcjkXhIa6zkROnmaRraSvxw,2071535665179949370,https://www.google.com/maps/search/?api=1&query=RR%20Fast%20Food%20%26%20Momo%20Center&query_place_id=ChIJhcjkXhIa6zkROnmaRraSvxw,cafe,7 AM to 8 PM,4.4,7,27.6737416,85.3728929,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Numbur thakali kitchen,Family restaurant,Family restaurant,"M9FF+P7G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 976-2109578,ChIJX7wqJwAb6zkRLkbLdhe_yAU,416793073029957166,https://www.google.com/maps/search/?api=1&query=Numbur%20thakali%20kitchen&query_place_id=ChIJX7wqJwAb6zkRLkbLdhe_yAU,restaurant,7 AM to 10 PM,5.0,65,27.6742975,85.3730486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sindhupalchok Khaja Ghar , Gattaghar",Asian restaurant,Asian restaurant,"44600, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 974-2456613,ChIJx8EEVgAb6zkRivyP09GbfYk,9907246080784858250,https://www.google.com/maps/search/?api=1&query=Sindhupalchok%20Khaja%20Ghar%20%2C%20Gattaghar&query_place_id=ChIJx8EEVgAb6zkRivyP09GbfYk,restaurant,5:30 AM to 9 PM,5.0,1,27.6750336,85.372717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balkot khaja ghar,Restaurant,Restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,+977 980-0941084,ChIJC84XOMMb6zkR3zG-nj3az8M,14109736115766178271,https://www.google.com/maps/search/?api=1&query=Balkot%20khaja%20ghar&query_place_id=ChIJC84XOMMb6zkR3zG-nj3az8M,restaurant,7 AM to 10 PM,4.8,8,27.6704794,85.3649762,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
Aageno Sekuwa Ghar,Barbecue restaurant,Barbecue restaurant,"M9FF+9Q3, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 976-1806992,ChIJGyk5kA4b6zkRxdhbhrTMaHs,8892582539963390149,https://www.google.com/maps/search/?api=1&query=Aageno%20Sekuwa%20Ghar&query_place_id=ChIJGyk5kA4b6zkRxdhbhrTMaHs,restaurant,7 AM to 10 PM,4.4,21,27.6733981,85.3743297,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
Taj Sekuwa And Pakku House,Barbecue restaurant,Barbecue restaurant,"M9F8+C2M, Kaushaltar - Balkot Rd, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,44800,NP,+977 970-7647225,ChIJD9gyVgAb6zkReaY9xrf2RBY,1604678636416116345,https://www.google.com/maps/search/?api=1&query=Taj%20Sekuwa%20And%20Pakku%20House&query_place_id=ChIJD9gyVgAb6zkReaY9xrf2RBY,restaurant,,4.8,10,27.6735913,85.3650429,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
Ek Bisauli,Restaurant,Restaurant,"M9F9+VG6, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 976-3216288,ChIJdfS-IQAb6zkRFLFK0crxW7Y,13140362191180574996,https://www.google.com/maps/search/?api=1&query=Ek%20Bisauli&query_place_id=ChIJdfS-IQAb6zkRFLFK0crxW7Y,restaurant,7 AM to 9:30 PM,4.9,7,27.6746626,85.3687775,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Joshi Mo:Mo,Momo restaurant,Momo restaurant,"M9GG+28X, Bhadraklai Marg, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,,NP,,ChIJicUaTEAb6zkROzshx9GhKvA,17305822440485632827,https://www.google.com/maps/search/?api=1&query=Joshi%20Mo%3AMo&query_place_id=ChIJicUaTEAb6zkROzshx9GhKvA,restaurant,,4.5,2,27.6751027,85.3758482,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Himali Kitchen Kaushaltar,Fast food restaurant,Fast food restaurant,"M9F8+WG4, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 970-9085768,ChIJsS53dwAb6zkRcl_3YcqHdus,16966897949461667698,https://www.google.com/maps/search/?api=1&query=The%20Himali%20Kitchen%20Kaushaltar&query_place_id=ChIJsS53dwAb6zkRcl_3YcqHdus,restaurant,Open 24 hours,5.0,4,27.6747538,85.3663327,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Lord of Pizza and Bar,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,,NP,+977 984-5727613,ChIJH7MbWJob6zkROawPBV2Q-fI,17508183755570785337,https://www.google.com/maps/search/?api=1&query=The%20Lord%20of%20Pizza%20and%20Bar&query_place_id=ChIJH7MbWJob6zkROawPBV2Q-fI,restaurant,9 AM to 9 PM,4.2,17,27.6740899,85.3658305,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
JYUNAAR THAKALI KITCHEN,Family restaurant,Family restaurant,"Gatthaghar Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 1-5915664,ChIJiYx11_Qb6zkR9lRcddb1-8I,14050093763953186038,https://www.google.com/maps/search/?api=1&query=JYUNAAR%20THAKALI%20KITCHEN&query_place_id=ChIJiYx11_Qb6zkR9lRcddb1-8I,restaurant,8:30 AM to 10:30 PM,3.9,131,27.6735505,85.3741698,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Shandar Momo - Gatthaghar (शानदार मःमः),Dumpling restaurant,Dumpling restaurant,"M9HJ+778, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 985-1078080,ChIJ56Za4PEb6zkRj19rbQCt9Uw,5545528733523992463,https://www.google.com/maps/search/?api=1&query=Shandar%20Momo%20-%20Gatthaghar%20(%E0%A4%B6%E0%A4%BE%E0%A4%A8%E0%A4%A6%E0%A4%BE%E0%A4%B0%20%E0%A4%AE%E0%A4%83%E0%A4%AE%E0%A4%83)&query_place_id=ChIJ56Za4PEb6zkRj19rbQCt9Uw,restaurant,9 AM to 10 PM,3.7,167,27.673639,85.3734622,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Red ribbon bakery and cake shop,Bakery,Bakery,"M998+C2, Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,+977 986-9187650,ChIJlfH2K3gb6zkRtIvwlTPrCUo,5335053840388492212,https://www.google.com/maps/search/?api=1&query=Red%20ribbon%20bakery%20and%20cake%20shop&query_place_id=ChIJlfH2K3gb6zkRtIvwlTPrCUo,dessert shop,6 AM to 10 PM,4.0,5,27.6685003,85.3654254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiyakot,Coffee shop,Coffee shop,"M998+C2, Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,,ChIJbcm1XgAb6zkRKQX59tX4mnA,8114071276516607273,https://www.google.com/maps/search/?api=1&query=Chiyakot&query_place_id=ChIJbcm1XgAb6zkRKQX59tX4mnA,dessert shop,,5.0,2,27.6684943,85.3654291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chiya pasal,Coffee shop,Coffee shop,"M978+RRJ, Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,+977 984-2483498,ChIJH6oORwAb6zkReKjIS0IvJwE,83087079915432056,https://www.google.com/maps/search/?api=1&query=Chiya%20pasal&query_place_id=ChIJH6oORwAb6zkReKjIS0IvJwE,dessert shop,,4.4,5,27.6645196,85.3670625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lama Dai Khaja Ghar,Cafe,Cafe,"M998+V9X, Anantalingeshwar 44600, Nepal",Anantalingeshwar,,NP,+977 984-9895642,ChIJyVxr7G4b6zkRooiJ44gh5B0,2153883393606650018,https://www.google.com/maps/search/?api=1&query=Lama%20Dai%20Khaja%20Ghar&query_place_id=ChIJyVxr7G4b6zkRooiJ44gh5B0,cafe,6:30 AM to 8:30 PM,4.5,4,27.6697361,85.3659915,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Kaushaltar Jhol Momo since 2062,Fast food restaurant,Fast food restaurant,"M9F7+9WM, F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,,NP,+977 984-1581745,ChIJfzYYawAb6zkRFFX5Uny72Sw,3231820350257452308,https://www.google.com/maps/search/?api=1&query=Kaushaltar%20Jhol%20Momo%20since%202062&query_place_id=ChIJfzYYawAb6zkRFFX5Uny72Sw,restaurant,"12 to 8 AM, 1 PM to 12 AM",4.7,7,27.6734637,85.3647851,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Welcome Khaja Ghar,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 984-1808710,ChIJQwh9fxoa6zkRcpmVllM6Lrs,13487782064704297330,https://www.google.com/maps/search/?api=1&query=Welcome%20Khaja%20Ghar&query_place_id=ChIJQwh9fxoa6zkRcpmVllM6Lrs,restaurant,7 AM to 10 PM,4.3,4,27.6748729,85.3655328,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
Corner and black pigs barbecues Dharan,Barbecue restaurant,Barbecue restaurant,"M9FF+Q9G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,,ChIJEYqPxRIa6zkRBgg5hBQBabg,13288153363162662918,https://www.google.com/maps/search/?api=1&query=Corner%20and%20black%20pigs%20barbecues%20Dharan&query_place_id=ChIJEYqPxRIa6zkRBgg5hBQBabg,restaurant,,4.5,2,27.6745692,85.3735235,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0
बुडाथोंकी तास एंड छोइला हाउस,Nepalese restaurant,Nepalese restaurant,"M9FF+V3C, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 970-8305778,ChIJS-ZuJQAb6zkRQXxFsLTX5-4,17214965271698439233,https://www.google.com/maps/search/?api=1&query=%E0%A4%AC%E0%A5%81%E0%A4%A1%E0%A4%BE%E0%A4%A5%E0%A5%8B%E0%A4%82%E0%A4%95%E0%A5%80%20%E0%A4%A4%E0%A4%BE%E0%A4%B8%20%E0%A4%8F%E0%A4%82%E0%A4%A1%20%E0%A4%9B%E0%A5%8B%E0%A4%87%E0%A4%B2%E0%A4%BE%20%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8&query_place_id=ChIJS-ZuJQAb6zkRQXxFsLTX5-4,restaurant,6:30 AM to 10 PM,3.8,6,27.674678,85.3726167,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Chicken Strong,Restaurant,Restaurant,"M9FC+PVR, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 985-1038975,ChIJoVEmNEUb6zkRcUQ9YYxIfno,8826572087456777329,https://www.google.com/maps/search/?api=1&query=Chicken%20Strong&query_place_id=ChIJoVEmNEUb6zkRcUQ9YYxIfno,restaurant,7 AM to 10 PM,3.8,32,27.6744234,85.3721044,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
Sewaro Food Cafe,Fast food restaurant,Fast food restaurant,"M9FF+C2Q १५, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,44800,NP,+977 984-0302457,ChIJT4prWQAb6zkRyznUh5fOk4c,9769379166910953931,https://www.google.com/maps/search/?api=1&query=Sewaro%20Food%20Cafe&query_place_id=ChIJT4prWQAb6zkRyznUh5fOk4c,restaurant,,5.0,5,27.6735751,85.3726108,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
King Everest Momo Center,Momo restaurant,Momo restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,+977 976-7548973,ChIJs3Pw_Oob6zkR1MCuc8Qg3ww,927496076388122836,https://www.google.com/maps/search/?api=1&query=King%20Everest%20Momo%20Center&query_place_id=ChIJs3Pw_Oob6zkR1MCuc8Qg3ww,restaurant,8:30 AM to 8:30 PM,4.2,11,27.6697272,85.3768691,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Lotus Sekuwa & Cafe,Restaurant,Restaurant,"3 Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 984-5360938,ChIJtfRiReQb6zkRNZMmKM0dH6c,12042376695591113525,https://www.google.com/maps/search/?api=1&query=Lotus%20Sekuwa%20%26%20Cafe&query_place_id=ChIJtfRiReQb6zkRNZMmKM0dH6c,restaurant,7 AM to 9 PM,3.4,21,27.6740751,85.374894,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
Basil House Lounge and Bar,Restaurant,Restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,44600,NP,+977 981-3430850,ChIJFa8o9fob6zkR19Ub79uIB38,9153435245844616663,https://www.google.com/maps/search/?api=1&query=Basil%20House%20Lounge%20and%20Bar&query_place_id=ChIJFa8o9fob6zkR19Ub79uIB38,restaurant,9 AM to 10 PM,3.3,21,27.6718159,85.3647823,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
The Burger House and Cruchy Fried Chicken,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,+977 1-6633076,ChIJS3J6Ookb6zkR98D9EQg3j7M,12938620762259833079,https://www.google.com/maps/search/?api=1&query=The%20Burger%20House%20and%20Cruchy%20Fried%20Chicken&query_place_id=ChIJS3J6Ookb6zkR98D9EQg3j7M,restaurant,8 AM to 9 PM,3.5,698,27.6741244,85.374662,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0
Gatthaghar banquet.,Restaurant,Restaurant,"M9GF+5HV, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,44600,NP,,ChIJ8aBV5l8b6zkR4kONTyVuAis,3099160600111825890,https://www.google.com/maps/search/?api=1&query=Gatthaghar%20banquet.&query_place_id=ChIJ8aBV5l8b6zkR4kONTyVuAis,restaurant,8 AM to 9 PM,3.5,16,27.6752182,85.373278,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0
