name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,wifi,casual,family_friendly,tourists,cash_only,wheelchair_accessible_entrance
Queen's Palace & Events,Banquet hall,Banquet hall,Banquet hall,"Sukedhara Chowk, Kathmandu 44600, Nepal",Sukedhara Chowk,Mahankal,Kathmandu,,44600,NP,27.7299457,85.3467324,+977 984-1896540,+9779841896540,https://queenspalaceevents.com/,ChIJ43JizusZ6zkReb9k3wEWN4U,ChIJ43JizusZ6zkReb9k3wEWN4U,3,4.6,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipONJS05ZQV_61KiEn9k5EkU1GQVV23Nj4G5xlkl=w408-h271-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GenZ coffee bar,Coffee shop,Coffee shop,Coffee shop,"Saraswati Nagar Marg, Kathmandu 44600, Nepal",Saraswati Nagar Marg,Boudhha,Kathmandu,,44600,NP,27.7253088,85.3536822,,,,ChIJfTyMFQAZ6zkRYERj8ngfv_A,ChIJfTyMFQAZ6zkRYERj8ngfv_A,37,4.8,0,14.0,6 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweroi9Dc_lkqET7EVl4tQiANINiiw_vRVzhX51FL9kG8m8Uj6lYlJ3-OfzMp7qonVop_RbUYGyN6j4RdxvZgGYB8-4q88YKUhW4gc8BjO9yeH5grRC5_HwcVAzPQP-U_hitRkyRbdP6YfQwa=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zest restaurant,Bar & grill,Bar & grill,Bar & grill,"stupa road, Kathmandu 44600, Nepal",stupa road,Boudhha,Kathmandu,,44600,NP,27.7203855,85.3602106,+977 970-5248070,+9779705248070,,ChIJ9yugc6EZ6zkRnK8J2GsXDPs,ChIJ9yugc6EZ6zkRnK8J2GsXDPs,36,5.0,0,12.5,10 AM to 10:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiKlFRREMq3ZS-lS15Fi-Ksz9apyCbYuH-Xw8npIEv7-56MqKJhws_5h7XDZqujU1Eqp_YC53rMCd882_VHAj51fa-uwd20dEl7ewzCZG2nOyK0_6kTxfWdwhFSdGsY5dhtOKn8l1BrgCD=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Palace,Banquet hall,Banquet hall,Banquet hall,"P89X+CH5, Kathmandu 44600, Nepal",P89X+CH5,Chabahil,Kathmandu,,44600,NP,27.7184817,85.3490187,+977 985-1148279,+9779851148279,https://www.smartpalace.com.np/,ChIJxyTBJp4Z6zkRDwzfuCw4cag,ChIJxyTBJp4Z6zkRDwzfuCw4cag,2,4.5,0,15.0,7 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOfXIVcBj_SV_8IeUDB5mFY1N7Piun8sAK1UbP5=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise Garden Restaurant and Bar,Restaurant,Restaurant,Restaurant,"P8JX+9M4, Budhanilkantha 44600, Nepal",P8JX+9M4,Mahankal,Budhanilkantha,,44600,NP,27.7307644,85.3488856,+977 976-2117879,+9779762117879,,ChIJb-DmfgAZ6zkRUpFJvxAahkc,ChIJb-DmfgAZ6zkRUpFJvxAahkc,31,4.9,0,14.0,8 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOggQztxqxeLcmiwt4vJH9GCWDnVbH4opIEFKPC=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohana Cafe,Restaurant,Restaurant,Restaurant,"Ohana Cafe, Kathmandu 44602, Nepal",Ohana Cafe,Boudhha,Kathmandu,,44602,NP,27.7231663,85.3591545,+977 982-6509965,+9779826509965,https://www.facebook.com/share/NjaPcHhgjtKh38Vn/?mibextid=qi2Omg,ChIJT1GXxngb6zkRzYoGwaEjym0,ChIJT1GXxngb6zkRzYoGwaEjym0,32,4.5,0,15.0,7 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOS4nFLRX43KIcg35TkzbD9CssWsX5-CK7fUy8a=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jheer Sekuwa Kapan,Bar,Bar,Bar,"P8FX+9MQ, Saraswatinagar Rd, Kathmandu 44600, Nepal","P8FX+9MQ, Saraswatinagar Rd",Boudhha,Kathmandu,,44600,NP,27.7234174,85.3492278,+977 970-8157579,+9779708157579,,ChIJCVGLJgAZ6zkRcdl4561r8Ew,ChIJCVGLJgAZ6zkRcdl4561r8Ew,29,4.8,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo7A02lJ9PPs4lKUR0wy0Oe83GiuPGNS5dG27LFtI_DZGUlTkzKw3K5gJCdpTQmW9adtrBKrVf4yYWEmXncqPjiA-IOiFsk_snDvJvBSzTUepGUMkrz0NRff5J2UQ2O1UVNn3smpiYTQZk=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajbanshi khaja Ghar and Bar,Bar,Bar,Bar,"P9J2+H87, Kathmandu 44600, Nepal",P9J2+H87,Kapan,Kathmandu,,44600,NP,27.7314185,85.3508074,,,,ChIJy5uyaI8Z6zkRqlxBiMlx3jo,ChIJy5uyaI8Z6zkRqlxBiMlx3jo,19,0.0,0,0.0,9 to 10 AM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0ZXIGJSjiJq8A7s1ygCo6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.16217&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibes Club & Bar,Bar,Bar,Bar,"P88W+PG8, Ring Rd, Kathmandu 44602, Nepal","P88W+PG8, Ring Rd",चाबहिल-७,Kathmandu,,44602,NP,27.7167795,85.3463149,+977 982-9052390,+9779829052390,,ChIJMWYuJQAZ6zkRzc5XWosz3UQ,ChIJMWYuJQAZ6zkRzc5XWosz3UQ,20,3.0,0,9.0,7 PM to 4 AM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FcQpD_oZ8Pu-LspUwwcACg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.96802&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimchee Korean Restaurant/Karaoke,Korean restaurant,Korean restaurant,Korean restaurant,"Kathmandu 44600, Nepal",,Boudhha,Kathmandu,,44600,NP,27.7202065,85.3603686,+977 1-4588760,+97714588760,https://www.facebook.com/kimcheenepal,ChIJyXB5J9ob6zkR9M7C_2lyZgE,ChIJyXB5J9ob6zkR9M7C_2lyZgE,16,4.0,0,11.0,11 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNmNdFCFvX_G01f9_ulkv9h0qH7hS3C8ZxsRqmZ=w427-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS LOUNGE AND BAR,Bar,Bar,Bar,"P993+PW6, Chabhil-Baudha-Jorpati Sadak, Gokarneshwor 44600, Nepal","P993+PW6, Chabhil-Baudha-Jorpati Sadak",Boudhha,Gokarneshwor,,44600,NP,27.7192846,85.3547613,,,,ChIJTxnkOgAZ6zkRtZoTMADoOp0,ChIJTxnkOgAZ6zkRtZoTMADoOp0,17,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DHwH33xbK9FT0rF26xrzag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.82599&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Durbar Banquet,Banquet hall,Banquet hall,Banquet hall,"04 Pragati Tole Marg, Kathmandu 44600, Nepal",04 Pragati Tole Marg,Chandol,Kathmandu,,44600,NP,27.7325591,85.3414812,+977 985-1116359,+9779851116359,http://www.smartdurbar.com/,ChIJy8oF_xMZ6zkRHmQ4iA8BQbc,ChIJy8oF_xMZ6zkRHmQ4iA8BQbc,6,4.6,0,14.0,8 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPGqPRKZDS3f4V5zexp5WMXp0M2u5gwG2U-n5So=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District 76 Lounge & Bar,Bar & grill,Bar & grill,Bar & grill,"Tushal-Mahankal Rd, Kathmandu 44600, Nepal",Tushal-Mahankal Rd,Boudhha,Kathmandu,,44600,NP,27.7189646,85.3569329,+977 984-1596591,+9779841596591,,ChIJL_Fmivsb6zkRqx2nuKbxF7M,ChIJL_Fmivsb6zkRqx2nuKbxF7M,5,4.5,0,12.0,10 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3lEXYd7dEe-tRh698ZTd8TTSoScoyf38B7Jl7yL_VN3fJBn_p4Uz5nn7PyZ8-8_sqOfX-ezP0Knrt0zCyfKXXcpyEfDcI3_2luAtO_gIjYw0kohZu9G2Ag0qent3L01uos7wG=w408-h387-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEWA Cafe & Bar,Cafe,Cafe,Cafe,"Amitab, Buddha Marg, Tusal 06, Kathmandu 44600, Nepal","Amitab, Buddha Marg, Tusal 06",Boudhha,Kathmandu,,44600,NP,27.7222829,85.3583199,+977 980-5028560,+9779805028560,,ChIJBWIKJK0b6zkRec470q1FeXg,ChIJBWIKJK0b6zkRec470q1FeXg,4,5.0,0,0.0,0,False,False,,https://lh3.googleusercontent.com/p/AF1QipOww-g4Y2rSSgLfmnmDkzNsNxdK5zHqv3tJmX-3=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ama thakali restro & bar,Restaurant,Restaurant,Restaurant,"Kathmandu 44600, Nepal",,Gaucharan,Kathmandu,,44600,NP,27.7180299,85.3602043,+977 986-0301835,+9779860301835,,ChIJjbDMbAAb6zkR-38aQv4EZdQ,ChIJjbDMbAAb6zkR-38aQv4EZdQ,13,4.3,0,13.5,8 AM to 9:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1zqRHm1VokED8FJon1-J-Fo2sHgY6_gSaYyJa1qjxUM9hPyufZw4xy2gUuwVWkjV3gt0fVd0fSHfip7u5IaN-4UVmUKHlojoe10T_pqn8bL9t0crWAdY8ukquNWfOMIY1PSuDemghTIa6=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Farmhouse Cafe & Bar,Bar,Bar,Bar,"P996+J83, Boudha - Jorpati Rd, Kathmandu 44600, Nepal","P996+J83, Boudha - Jorpati Rd",Boudhha,Kathmandu,,44600,NP,27.7190165,85.3607929,+977 981-5662000,+9779815662000,https://www.facebook.com/The-Farmhouse-1948680698486627/?modal=admin_todo_tour,ChIJ6ZSYsvYb6zkRmvPRqYMiY0g,ChIJ6ZSYsvYb6zkRmvPRqYMiY0g,8,4.2,0,15.0,7 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrwQh94U1hgqvcVOPkUX7To3riCuTrW1ArHNJffoZEdTDDd4ouHTmu7sDHsM7_O3pZbpj7CAD9ZAr5G1nWlQW9lJ6AWg1Gyqsr3HhYA7-NYTv3wNQT2O-E92H5RfwydOHp_tlI=w408-h307-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imperial Banquet,Banquet hall,Banquet hall,Banquet hall,"KL Tower, Kathmandu 44600, Nepal",KL Tower,Chabahil,Kathmandu,,44600,NP,27.7185381,85.349751,+977 980-1881672,+9779801881672,https://imperialbanquetnepal.com/,ChIJT0SyDxYZ6zkRx42geYLsdgI,ChIJT0SyDxYZ6zkRx42geYLsdgI,1,4.8,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/p/AF1QipPmDkvoSVx4I7-FlHjUsVn1M7v38BxWZP9oD8Zh=w408-h271-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chill Bar,Bar,Bar,Bar,"Boudhanath Sadak, Kathmandu 44600, Nepal",Boudhanath Sadak,Boudhha,Kathmandu,,44600,NP,27.7201954,85.3602813,+977 4582888,,https://www.thevannasut.com/our-subsidiaries#chill-bar,ChIJ8-bcw0cb6zkRak90inPGX8E,ChIJ8-bcw0cb6zkRak90inPGX8E,1,4.9,0,0.0,12 to 11:30 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNdyQexD_TrdcoUUtW7CQkJ8EqWPWx38ARoCxpK=w408-h272-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROKPA Sunset Lounge Bar,Bar,Bar,Bar,"P9F6+GH8, Boudha Rd, Kathmandu 44600, Nepal","P9F6+GH8, Boudha Rd",Boudhha,Kathmandu,,44600,NP,27.7237764,85.3614596,+977 1-4479705,+97714479705,http://rokpaguesthouse.org/,ChIJ4VYrbhIb6zkRlqK2TSgmG_g,ChIJ4VYrbhIb6zkRlqK2TSgmG_g,11,0.0,0,0.0,2:30 to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepag_smFMx49A1qObwDBBorok9Ovl5STOQzftk1arQop9Rv1iH_n4UgjNPfTE49GU4nTrZ4uH8I-Acf6kYMf_y54mQ5Ul-ybHF2V8Jx1CBL5ZJemtdZ_M_TSk-zbjX46GP9A8WuDg=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrush Hub Rooftop Restaurant and Bar,Restaurant,Restaurant,Restaurant,"Boudha gate, Kathmandu 44600, Nepal",Boudha gate,Gaucharan,Kathmandu,,44600,NP,27.7203525,85.3629971,,,https://g.co/kgs/pPKh3f6,ChIJQ_VS9a4b6zkReqD35jSHQbQ,ChIJQ_VS9a4b6zkReqD35jSHQbQ,33,5.0,0,12.0,10 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNB0oVr2uileROeNhCNsVAHve6BCPxS8tZm6zeo=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Break,Coffee shop,Coffee shop,Coffee shop,"KATHMANDU, TUSHAL 44600, Nepal",KATHMANDU,Boudhha,TUSHAL,,44600,NP,27.7198389,85.357028,+977 982-2797246,+9779822797246,,ChIJD1VceF4b6zkRCUe5gbxRlHU,ChIJD1VceF4b6zkRCUe5gbxRlHU,17,5.0,0,11.5,8 AM to 7:30 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipP9n3DL8s9sbIdnkf6Gx_SX4Y8bMAqY0uJFpX0j=w408-h408-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle Party Venue,Banquet hall,Banquet hall,Banquet hall,"Rara Marg, Kathmandu 44601, Nepal",Rara Marg,Boudhha,Kathmandu,,44601,NP,27.7249717,85.3461149,+977 984-1252437,+9779841252437,https://miraclebanquet.com/,ChIJ3cbjcWYZ6zkROlDr-i5TJaI,ChIJ3cbjcWYZ6zkROlDr-i5TJaI,7,3.8,0,14.0,8 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2OguP9sZCG8kY192gMxWsJFOR243eD_dBtjLQ_VuPSA5menFZyGtOvZUrApdQ-e4ZyI4j2oWsLHj3vm3gvvgtXSQPr1pjggUumYr0uIYfDoyu68AebO8fdlWNML0d9Nr1vJK7=w408-h271-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meraki Cafe & Barista Coffee Academy,Coffee shop,Coffee shop,Coffee shop,"tusal, boudha road next to rastriya banijya bank first floor Indra complex, Kathmandu 00977, Nepal","tusal, boudha road next to rastriya banijya bank first floor Indra complex",Boudhha,Kathmandu,,00977,NP,27.7201893,85.359171,+977 984-9426183,+9779849426183,,ChIJsVf7oqMb6zkRL7rNHKC0OEk,ChIJsVf7oqMb6zkRL7rNHKC0OEk,29,4.6,0,0.0,0,False,True,,https://lh3.googleusercontent.com/p/AF1QipNgmp2LSVPEqq4w9vcSJmYJhq5m_GGSaPW_0ZY=w426-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasthamandap Tandoori Restaurant,Indian restaurant,Indian restaurant,Indian restaurant,"P8CW+F54, चाबहिल मार्ग, Kathmandu 44600, Nepal","P8CW+F54, चाबहिल मार्ग",Chabahil,Kathmandu,,44600,NP,27.7211237,85.3455104,+977 984-7734385,+9779847734385,,ChIJ8xN-NwAZ6zkRnPoYqlnudrs,ChIJ8xN-NwAZ6zkRnPoYqlnudrs,59,4.7,0,14.0,8 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMXe-7iT3rIdjKMb4CrInE4aLl88RBKaqLXyWow=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MV Burger Shop,Hamburger restaurant,Hamburger restaurant,Hamburger restaurant,"P8MW+G7H, Dhumbarahi Marg, Kathmandu 44600, Nepal","P8MW+G7H, Dhumbarahi Marg",Mahankal,Kathmandu,,44600,NP,27.7338067,85.3457213,+977 982-0114955,+9779820114955,,ChIJZ_gUCYgZ6zkRtT5bHYRsvq0,ChIJZ_gUCYgZ6zkRtT5bHYRsvq0,39,4.8,0,11.5,9:30 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSyrC0XnNuYEimhyQ0Yl6Q_MHVMhtrTx7rhI8OMhEX2559cEubK8vhEecUJ7AOeWC8v-D64hTW3ywK0Hlkjpixozz8FO--A5IIz39OV9HZrNm9mj8bbwbY7u0xtb744MG1Cjc=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutriblends,Restaurant,Restaurant,Restaurant,"757 Boudhanath Sadak, Kathmandu 44600, Nepal",757 Boudhanath Sadak,Gaucharan,Kathmandu,,44600,NP,27.7203981,85.3626363,+977 974-5617651,+9779745617651,,ChIJNUI6G3Mb6zkR9zUcOZHrrGw,ChIJNUI6G3Mb6zkR9zUcOZHrrGw,58,4.6,0,15.0,7 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNyPH1iMSlWIIdwmVX81hZP_OyxaO7Nrz0kE2SP=w408-h724-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncle ko cafe,Coffee shop,Coffee shop,Coffee shop,"P8CV+8C5, Kathmandu 44600, Nepal",P8CV+8C5,Chabahil,Kathmandu,,44600,NP,27.7207639,85.3435991,,,,ChIJd1j9AZUZ6zkRK6bGgzvDTBQ,ChIJd1j9AZUZ6zkRK6bGgzvDTBQ,118,4.8,0,15.5,6 AM to 9:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W4BlUvPV-DuqiIJm4mLINA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.457332&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cafe Du Temple, Boudha",Restaurant,Restaurant,Restaurant,"Boudha Rd, Kathmandu 44600, Nepal",Boudha Rd,Boudhha,Kathmandu,,44600,NP,27.7220002,85.3624194,+977 1-4913460,+97714913460,,ChIJZUmKydsb6zkRyGFn9rEvHL0,ChIJZUmKydsb6zkRyGFn9rEvHL0,117,3.7,0,10.0,11 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipP5xpl2gPjj_-kE0l6SS6JaKByI4bq_MhecaxNU=w408-h529-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3rd gem restro,Restaurant,Restaurant,Restaurant,"P9C7+C2X, Kathmandu 44600, Nepal",P9C7+C2X,Boudhha,Kathmandu,,44600,NP,27.7211192,85.3625986,+977 984-1472125,+9779841472125,,ChIJg0iBXKAb6zkReNWHiB2rG_c,ChIJg0iBXKAb6zkReNWHiB2rG_c,100,3.4,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAkz9hIviBUJE0NvXSvwcsueMy4uk6uIsQ4tX39Sg3kip-ApRqF2M_-OPy6oJcoaEghsZhbihaMhEkRK68lND3fbbykmgg57oWiIjmrjLBxs0--PWmtxOCcTghqcrAHJN6aJGL=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreamland Cafe,Restaurant,Restaurant,Restaurant,"P9H5+2PG, Kathmandu 44600, Nepal",P9H5+2PG,Boudhha,Kathmandu,,44600,NP,27.7275596,85.359323,+977 981-0354389,+9779810354389,,ChIJK-jNet4b6zkR1p72ZiAv7cs,ChIJK-jNet4b6zkR1p72ZiAv7cs,159,4.0,0,12.0,9 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWMOzpuJvZmb1g2HwTcyp23XFh1-ikac1i0q1cBM3CUBuISMGiYASz2Jw2Buklrfj3_73_TzN0nrQrkEtFN41KAlE_JM8NZtPBmdEcI8N7cyWhCmG_QJcqlDPOGYO8LsqfNKv6=w408-h241-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAYA ROOFTOP,Restaurant,Restaurant,Restaurant,"Phulbari Street, Kathmandu 44600, Nepal",Phulbari Street,Boudhha,Kathmandu,,44600,NP,27.7228117,85.3624882,+977 980-3366746,+9779803366746,,ChIJl2GdQI8b6zkRxZI4R3zjvM8,ChIJl2GdQI8b6zkRxZI4R3zjvM8,113,4.3,0,0.0,Closed,False,False,,https://lh3.googleusercontent.com/p/AF1QipNlJh_jNbudkG--mGnNiLU2wHe7wzElB5QYUKFc=w408-h323-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhokaima Bistro - Mandikatar Branch,Restaurant,Restaurant,Restaurant,"Kathmandu 44600, Nepal",,Mahankal,Kathmandu,,44600,NP,27.7338951,85.345804,+977 1-5918934,+97715918934,,ChIJz_V8Q0kZ6zkRnZlghU_eRTs,ChIJz_V8Q0kZ6zkRnZlghU_eRTs,116,3.6,0,13.0,7 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQQOp9BZuvtV4RuOJgGdIvedkPWHKMEXZVpLH4V16zYrZgNvsnzLj5qdzVLFk140ek1he_w1pxO2jeAn1SjhXxq5ziTxZdoTc6jOdOpvGCGg77JR8OmUCfhqVJWU7hPgeZxznY2JDnxBs=w408-h254-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little chinese restaurant,Chinese restaurant,Chinese restaurant,Chinese restaurant,"Unnamed Road, Kathmandu 44600, Nepal","Unnamed Road, Kathmandu 44600",Boudhha,Kathmandu,,,NP,27.7223513,85.3616362,+977 984-3177566,+9779843177566,,ChIJD7-_v_Qb6zkRA0DFLuev2aQ,ChIJD7-_v_Qb6zkRA0DFLuev2aQ,107,3.5,0,14.0,7 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep5sl1biezA-x4osCxAI22TeiGSKg1Q8GrMO4dAKwOCwVWbB-zqdpPgtEhEy63dqmsGCHaOXJPTjrT3F0rJzQ9ti9QWg6zNoz2YwKEXLyq3ZVrImzPgGzNoReQaHakI5E7iIzV0bw=w408-h544-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Busy Cafe and Sekuwa Corner,Restaurant,Restaurant,Restaurant,"Kathmandu 44600, Nepal",,Boudhha,Kathmandu,,44600,NP,27.7287735,85.34755,+977 984-1212485,+9779841212485,,ChIJ8UmYH9wZ6zkRmrXlmxnLPxg,ChIJ8UmYH9wZ6zkRmrXlmxnLPxg,105,3.7,0,13.0,9 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOvGB5Q_NFLg7tM-wDm_tMcvQUUOtG2wrTyLUub=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kora Restaurant and Lodge,Restaurant,Restaurant,Restaurant,"Stupa, Fulbari Marg near, Kathmandu, Nepal","Stupa, Fulbari Marg near",Boudhha,Kathmandu,,,NP,27.7222576,85.3629096,+977 0000000,,,ChIJkw6Au28b6zkRfulDTD_ybZs,ChIJkw6Au28b6zkRfulDTD_ybZs,121,4.2,0,0.0,0,False,True,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweraCe1RheTyBWSzgLTT2VR8V617S-b_WpQwgFYXs6Iv_HLLovApMg8WIHq_8jg_kY89jThvhCqSDKhi6WZU0wKZNsnqUVHTyX9arkgzsrcnddQlZrhiIiMeTEbO0QWwiiGH=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eats Inn,Lodge,Lodge,Lodge,"P9C6+6C2, Boudhanath Sadak, Kathmandu 44600, Nepal","P9C6+6C2, Boudhanath Sadak",Boudhha,Kathmandu,,44600,NP,27.720522,85.3610169,+977 1-4479112,+97714479112,,ChIJgTorOtob6zkR0uoTrrq5qSM,ChIJgTorOtob6zkR0uoTrrq5qSM,180,4.0,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEqqFy71hGvXg-8L49Tzh8ePWcSgly6aXkASq97aU7sy_7JpadCVz0880hRp5FcmAihdWBjQoKjO3_IXa9-7JfqGU8Z5-316_ORq-OZX4HmDVeDHFWz2a8Gs8UxuTszlTk55VA-y_U65JD35uz8eAIjJ33uf6BP9vlK3_EZt-h07Qy3gqMR61XXV34CsB_ZZaU0IO4=w408-h306-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amrapali Banquet,Banquet hall,Banquet hall,Banquet hall,"Thirbam Sadak, Kathmandu 44600, Nepal",Thirbam Sadak,Tangal,Kathmandu,,44600,NP,27.7206474,85.3311112,+977 1-4528785,+97714528785,https://amrapalibanquet.com/,ChIJn_5bqxMZ6zkRGT-YyFEctAY,ChIJn_5bqxMZ6zkRGT-YyFEctAY,20,4.0,0,12.5,10 AM to 10:30 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOJd6STSjPxlTsDaJ9gr7Xc8B3POy0QCZcJy-L6=w425-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE STUDIO CAFE AND RESTAURANT,Restaurant,Restaurant,Restaurant,"Ramhiti Chowk, Kathmandu 44600, Nepal",Ramhiti Chowk,Boudhha,Kathmandu,,44600,NP,27.7260754,85.3625609,,,,ChIJ768e3tQb6zkRO-vpeflHPpA,ChIJ768e3tQb6zkRO-vpeflHPpA,189,4.1,0,0.0,0,False,True,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6DpccaePaDPrjF_MC7KItHwkNP_oVZX1qQJMxCxd0gXli6berDlZLF1d89kIvZ7S1Mr097baLq7SQlzeUS9zgEFVLLWQ6hliF7R9kHOxyVfQZHbW8Me0YBpe0buMQ1tmc_1UV=w458-h240-k-no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gauree Mini Cafe,Cafe,Cafe,Cafe,"Saraswatinagar Rd, Kathmandu 00977, Nepal",Saraswatinagar Rd,Boudhha,Kathmandu,,00977,NP,27.7264794,85.3554322,+977 984-9707949,+9779849707949,,ChIJFbOrNfsb6zkRBD_5QiRsqEA,ChIJFbOrNfsb6zkRBD_5QiRsqEA,187,0.0,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yRJVznARdMCH3l5BtGSLwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.3367&pitch=0&thumbfov=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
