name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file,distribution_generated
Infront of Ageno sekuwa corner,Bar,Bar,"M9FF+CMF, chowk Araniko Highway, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6735675,85.3751825,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Purbali fish House,Bar,Bar,"M9G8+4HF, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6755042,85.3662001,5.0,3,0,0,0,0,3,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Jbs Bakery,Bakery,Bakery,"M9F9+XR5, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6748932,85.3696216,3.3,6,0,1,3,2,0,120.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Uma Kund Dairy (Bakery),Bakery,Bakery,"M9GG+485, Bhadraklai Marg, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6752117,85.3758598,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kalika Dairy And Bakery Shop,Bakery,Bakery,"M9FF+VQ4, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6746485,85.3744384,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Akleshwori Laxmi Bhojanalaya,Bar,Bar,"M9GF+JP4, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6765033,85.3743339,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Siddhibinayak Bakers House,Bakery,Bakery,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6743321,85.3709832,5.0,1,0,0,0,0,1,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sargun Cake and Pastries,Bakery,Bakery,"M9FF+F96, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6736719,85.3733955,0.0,0,0,0,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Unique dairy,Bakery,Bakery,"M9G9+2VM, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6750214,85.369669,2.9,9,1,1,5,2,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
SURYA VINAYAK BAKERY AND FOODS,Wholesale bakery,Wholesale bakery,"Balkot, Near Redcross, about 150 Meters Kaushaltar - Balkot Rd, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.670018,85.3676968,4.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Pokhrely dairy,Bakery,Bakery,"M9CC+PWH, Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6718027,85.3723581,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Warm Delight Bakery,Wholesale bakery,Wholesale bakery,"M9F9+WVM, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.674833,85.3696693,0.0,0,0,0,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
The Sip N' Play Junction,Cafe,Cafe,"M988+M9F, F091, Anantalingeshwar 44600, Bhaktapur 44800, Nepal",Bhaktapur,27.6664552,85.3658449,4.5,4,0,0,0,2,2,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Rolls & Burger,Cafe,Cafe,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6650557,85.3674787,4.3,11,0,0,1,6,4,91.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Mainali Cake Shop and Dairy,Cafe,Cafe,"M988+5MR, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6654789,85.3666449,3.8,26,0,1,8,13,4,98.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,,1
Phulchowki dudh Dahi Bhandar & cake Shop,Cafe,Cafe,"New Baneshwor Rd Balkot Chowk, 44601, Nepal",Anantalingeshwar,27.6653256,85.3664883,4.0,1,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Kane harry niwas,Coffee shop,Coffee shop,"M969+X3W, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6623684,85.3677135,1.0,2,1,1,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Yummy Laphing Center,Chinese restaurant,Chinese restaurant,"M978+WQG, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6647035,85.3670857,4.7,3,0,0,0,1,2,56.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
MAHALAXMI MOMO CENTER,Restaurant,Restaurant,"Bhaktapur 44600, Nepal",Bhaktapur,27.6639636,85.3672374,4.6,15,0,0,1,6,8,77.0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,,1
Shrestha Food &Cafe,Fast food restaurant,Fast food restaurant,"M988+2VV, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6651056,85.3670338,5.0,2,0,0,0,1,1,0.0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,1
Sandar Momo (Balkot Branch),Asian restaurant,Asian restaurant,"M988+4V9, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6652922,85.3672327,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
बालकाेट मिठाई भण्डार,Fast food restaurant,Fast food restaurant,"M988+5GX, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6654964,85.3663677,5.0,2,0,0,0,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Chiya Donut,Cafe,Cafe,"M988+QCG, F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6667118,85.3661668,4.8,13,0,0,1,1,11,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Miteri Sekuwa Ghar,Restaurant,Restaurant,"M988+W78, Brihaspati Marg, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6672789,85.3657097,4.0,6,1,0,1,0,4,98.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Shubhi's Bhansa Ghar,Restaurant,Restaurant,"M978+H4W, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6639802,85.3653369,4.0,1,0,0,0,1,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bishal bhandari,Restaurant,Restaurant,"M978+54F, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.662928,85.3653101,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0
🔪,Breakfast restaurant,Breakfast restaurant,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6638406,85.3673292,5.0,9,0,0,0,0,9,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
BM Brothers Bekery and Coffee Shop,Bakery,Bakery,"M969+FWV, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6612252,85.369799,0.0,0,0,0,0,0,0,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ma,Tea store,Tea store,"M989+456, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6652779,85.3678655,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Newa Cafe (नेवारी खाजा घर),Restaurant,Restaurant,"MFRC+6VG, Bhaktapur 44809, Nepal",Bhaktapur,27.6905625,85.4721875,4.5,4,0,0,0,2,2,98.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Backers cafe,Bakery,Bakery,"M988+5GC, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6654851,85.3658945,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dipsan home,Bakery,Bakery,"M989+93H, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6659305,85.3677244,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Restaurant,Restaurant,Restaurant,"MFHC+9MH, Bhaktapur 44800, Nepal",Bhaktapur,27.6784335,85.471726,0.0,0,0,0,0,0,0,72.0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,,0
सानाे ठाउँमा सानो व्यवसाय,Restaurant,Restaurant,"MFPH+8QV, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6858742,85.4794353,0.0,0,0,0,0,0,0,168.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,0
Dakshinkali Khuwa Udhyog,Bakery,Bakery,"MFPH+HJ3, Unnamed Road, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6863787,85.4790383,3.0,2,0,1,1,0,0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
बालकुमारी खाजा घर,Restaurant,Restaurant,"Unnamed Road, Mahamanjushree, Nepal",Mahamanjushree,27.6794027,85.4758049,3.9,7,0,0,2,4,1,0.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,,1
Milan tea and coffee sudal,Coffee shop,Coffee shop,"Sudal Health Post, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6832798,85.4822496,3.0,2,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Anup Tea Shop,Bakery,Bakery,"MFHJ+CH3, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6785213,85.481423,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Break Time,Family restaurant,Family restaurant,"PC58+V2G, Changunarayan 44600, Nepal",Changunarayan,27.7095616,85.4149692,3.0,2,0,1,1,0,0,105.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Sano khaja pasal,Family restaurant,Family restaurant,"PC67+PP5, Changunarayan Road, Changunarayan 44600, Nepal",Changunarayan,27.7117664,85.414356,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
R.A. Banquet,Banquet hall,Banquet hall,"PC76+M2X, Kathmandu 44600, Nepal",Kathmandu,27.7145138,85.4092619,4.1,65,0,1,12,35,17,168.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
Amrit Khaja Ghar,Fast food restaurant,Fast food restaurant,"M97R+MVV, Anantalingeshwar, Nepal",Anantalingeshwar,27.6645726,85.3922817,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
सुशीलाको भान्सा,Cafe,Cafe,"Changunarayan 44600, Nepal",Changunarayan,27.7095992,85.4149886,4.2,30,0,2,5,9,14,92.0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,,0
Fresh bite bhojanalay,Cafe,Cafe,"PC66+CPJ, Changunarayan 44600, Nepal",Changunarayan,27.711675,85.4127074,0.0,0,0,0,0,0,0,99.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Manita Stores,Coffee shop,Coffee shop,"MFM9+P7Q, Changunarayan 8, Nepal",Changunarayan,27.6843422,85.4682312,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
साइलाको पसल,Coffee shop,Coffee shop,"MFPM+Q4C, Nagarkot Road, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6869412,85.4827798,3.5,4,0,0,2,2,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Live Bakery Pvt.ltd,Bakery,Bakery,"PC52+WQ3, Mulpani - Sankhu Rd, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7100617,85.4020678,3.8,6,0,0,2,3,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Kalash Food Cafe,Cafe,Cafe,"M9FQ+73J Shankadhar Chowk, Araniko Highway, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6729236,85.3876911,3.6,101,0,6,39,47,9,82.25,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
New Guransh coffee shop,Cafe,Cafe,"MFPJ+F34, Nagarkot Road, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.686144,85.4801914,0.0,0,0,0,0,0,0,52.5,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0
China Road Restaurant & Sekuwa Corner,Restaurant,Restaurant,"M9FV+H42, Brighter, Thimi, Bhaktapur, Nepal",Bhaktapur,27.6738988,85.392768,5.0,1,0,0,0,0,1,91.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,,1
Pradeep,Momo restaurant,Momo restaurant,"Anantalingeshwar, Nepal",Anantalingeshwar,27.6644725,85.392083,5.0,4,0,0,0,0,4,91.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
pizza Spot,Pizza restaurant,Pizza restaurant,"4 Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.6652297,85.3900456,5.0,8,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Newa Pasa Foodland,Restaurant,Restaurant,"M97R+QJV, Suryabinayak, Nepal",Suryabinayak,27.6644933,85.3915539,0.0,0,0,0,0,0,0,98.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Utshahan dining table,Restaurant,Restaurant,"M9CX+8X6, Suryabinayak, Nepal",Suryabinayak,27.6707799,85.3998925,4.0,1,0,0,0,1,0,0.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Shova Dairy,Bakery,Bakery,"M97R+PJM, Anantalingeshwar, Nepal",Anantalingeshwar,27.6643386,85.3916075,4.2,5,1,0,0,0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
KC fast food,Fast food restaurant,Fast food restaurant,"M99Q+J7R, Anantalingeshwar, Nepal",Anantalingeshwar,27.6691004,85.3881307,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
Kamal dai ko tea pasal,Tea store,Tea store,"M98V+92F, Suryabinayak, Nepal",Suryabinayak,27.665948,85.392561,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bhansa Ghar,Breakfast restaurant,Breakfast restaurant,"M9FP+66P, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6730011,85.3856447,0.0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0
Syanko Katti Roll,Fast food restaurant,Fast food restaurant,"MCM6+4GC, Changunarayan 44800, Nepal",Changunarayan,27.6828125,85.4113125,4.5,8,0,0,0,4,4,84.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Classic fast food hub,Cafe,Cafe,"MCM6+3C4 kmc chok, Changunarayan 44800, Nepal",Changunarayan,27.6826303,85.411082,4.1,23,0,0,4,13,6,84.0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,,1
Simple Food Corner (SASA),Fast food restaurant,Fast food restaurant,"MCM6+GQ7, Bhaktapur Road, Changunarayan, Nepal",Changunarayan,27.6837882,85.4119169,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
"Biryani Adda , Radhe Radhe , Bhaktapur",Indian restaurant,Indian restaurant,"Bhaktapur, Nepal",Bhaktapur,27.6753198,85.3979596,3.8,191,0,6,58,99,28,84.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Pizza World Bhaktapur,Restaurant,Restaurant,"44600 Radhe Radhe Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6755211,85.3976867,4.4,255,0,1,25,125,104,77.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1
Pizza Hut,Pizza restaurant,Pizza restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6748593,85.3973481,4.1,336,0,3,62,182,89,80.5,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,,1
PEPE PIZZA bhaktapur,Family restaurant,Family restaurant,"M9GX+456, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6754472,85.3971339,3.9,31,0,1,8,16,6,77.0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,,1
Madhyapur Tiffin House,Fast food restaurant,Fast food restaurant,"M9MQ+47X, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6828589,85.3882494,0.0,0,0,0,0,0,0,101.5,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,0
Dinesh Khaja Ghar,Fast food restaurant,Fast food restaurant,"M9JQ+XMF, Bhaktapur Road, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6824253,85.3891807,0.0,0,0,0,0,0,0,91.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,0
The Sekuwa House,Fast food restaurant,Fast food restaurant,"M9PQ+R9F, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6870682,85.3884207,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Indrayani Hub,Fast food restaurant,Fast food restaurant,"M9HP+77J, Thimi, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6782144,85.3856289,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
The town kitchen,Restaurant,Restaurant,"M9GX+H2H, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6764193,85.3975993,3.4,5,1,0,2,0,2,56.0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,0
जोशी म:म: सेन्टर,Restaurant,Restaurant,"M9GX+C7M, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6760932,85.3981691,4.0,3,0,0,1,1,1,0.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,0
Cozy Food Cafe (CFC),Restaurant,Restaurant,"M9CQ+P5J, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.671833,85.3878811,2.0,2,1,1,0,0,0,91.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Good Mood Stick Food & Cafe,Restaurant,Restaurant,"M9CQ+M6W, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6717358,85.3880642,0.0,0,0,0,0,0,0,0.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,0
Royal Thai Hospitality,Restaurant,Restaurant,"Araniko Highway Service Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6749012,85.3964525,3.9,385,0,8,101,206,70,98.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,,1
Shankhadhar Newari KhajaGhar,Restaurant,Restaurant,"M9CM+XVG, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6724497,85.3847092,4.7,13,0,0,1,2,10,98.0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,0
Yunisha Bhojanalay and Mo:Mo: Center,Restaurant,Restaurant,"M9FP+694, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6730145,85.3859484,4.0,8,1,0,1,2,4,77.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,,0
Hospital canteen,Restaurant,Restaurant,"M9CQ+W54, Biruwa Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6722508,85.3879495,5.0,1,0,0,0,0,1,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0
Best Kuboos Rolls & Restro,Restaurant,Restaurant,"Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6731679,85.3867754,3.3,16,4,2,2,2,6,85.5,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,,0
Chautari chiya adda,Coffee shop,Coffee shop,"MCJ6+J5V, Changunarayan 44800, Nepal",Changunarayan,27.6816716,85.4104162,4.9,7,0,0,0,2,5,101.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Hotel family and restro,Restaurant,Restaurant,"PF29+79, Changunarayan 44600, Nepal",Changunarayan,27.7006163,85.4684994,5.0,2,0,0,0,0,2,0.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,,0
Pasa Cake House,Bakery,Bakery,"MCGJ+W9V, Bhaktapur 44800, Nepal",Bhaktapur,27.6773635,85.4309337,0.0,0,0,0,0,0,0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
target,Bar,Bar,"MFWC+4QR, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6953509,85.4718954,5.0,1,0,0,0,0,1,0.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1
Aabsar khaja ghar,Restaurant,Restaurant,"MFW7+9M7 Subidhanagar Bus Stand, Subidhanagar Rd, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.695915,85.4641851,5.0,3,0,0,0,1,2,0.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,1
Roadside Restro & Cafe,Restaurant,Restaurant,"Subidhanagar Rd, Mahamanjushree Nagarkot 44804, Nepal",Mahamanjushree Nagarkot,27.696253,85.4651164,0.0,0,0,0,0,0,0,101.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,0
Duwakot chiya chautari,Tea store,Tea store,"MCJ5+P95, Changunarayan 44800, Nepal",Changunarayan,27.6816938,85.4103897,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sabina mine market,Cafe,Cafe,"VDC Office-Sudal, Unnamed Road, Mahamanjushree Nagarkot 44812, Nepal",Mahamanjushree Nagarkot,27.6865012,85.4806951,0.0,0,0,0,0,0,0,105.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Sakura resort,Bed & breakfast,Bed & breakfast,"MF62+7F7, Bhaktapur, Nepal",Bhaktapur,27.6606679,85.4511609,4.8,5,0,0,0,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
FIREWOOD SEKUWA PALACE,Restaurant,Restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6697901,85.385248,4.4,171,0,0,17,84,70,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,1
Daura Thakali Bhaktapur,Family restaurant,Family restaurant,"M9FR+V76, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6748427,85.3907559,4.5,52,0,0,4,24,24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Divyashwori Guest House & Restaurant,Restaurant,Restaurant,"Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.676267,85.3880049,3.9,33,0,1,8,18,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
SEWA Resturant,Family restaurant,Family restaurant,"M9MQ+X32, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.684881,85.3876516,3.6,14,0,1,5,7,1,91.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,1
RAJ GANESH CAFE AND KHAJA GHAR,Restaurant,Restaurant,"M9GP+W5, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6773662,85.3855139,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Ranjeet Chatpate Panipuri,Fast food restaurant,Fast food restaurant,"M9FP+PVX, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.674505,85.3873503,4.3,4,0,0,1,2,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
.....,Fast food restaurant,Fast food restaurant,"M9FP+95P, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6735042,85.3854631,3.7,19,0,1,7,9,2,70.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
NigooPukhoo Restro,Restaurant,Restaurant,"M9HP+58W, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6779848,85.3858299,4.3,29,0,0,4,15,10,94.5,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Sarkar Newa Khaja Ghar,Restaurant,Restaurant,"M9JP+485, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6802712,85.3858719,5.0,2,0,0,0,1,1,0.0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,,1
Newa Nasa Chhey,Restaurant,Restaurant,"Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.678597,85.3856256,4.2,61,0,0,9,33,19,0.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,,1
Rajendra Khaja Ghar,Fast food restaurant,Fast food restaurant,"M9JP+2JX, Tahanani Road, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.680102,85.3866159,5.0,1,0,0,0,0,1,0.0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,1
Bhairav Hotel,Restaurant,Restaurant,"M9HP+M9G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.679197,85.3859545,4.5,6,0,0,0,3,3,115.5,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,,1
Om Newari Khaja Ghar,Restaurant,Restaurant,"M9JP+2MF, हाती महांकाल मार्ग, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6800629,85.386673,4.3,3,0,0,0,2,1,98.0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,1
Kuncha Pasal,Restaurant,Restaurant,"M9MP+49G, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6828118,85.3859487,4.3,62,2,1,7,18,34,66.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0
EVE DINE HOUSE,Restaurant,Restaurant,"M9MQ+63G, Bahakha Bazar, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6830703,85.3877019,5.0,1,0,0,0,0,1,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Food juction,Family restaurant,Family restaurant,"M9GM+X75, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6773798,85.3832487,5.0,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
