name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,phone,price,rank,place_id,imageUrl,address,additionalInfo_Amenities_Restroom,url
Seven Eleven,Restaurant,Restaurant,"Unnamed Road, Kathmandu 44600, Kathmandu 44600, Nepal",Kathmandu,27.6985881,85.3687532,3.9,17,0,3,4,2,3.9,98,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,,12,ChIJoaQkTKgb6zkRj-lucrXMmRk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzH9cnd6ozfu5Ou2hZaot1mRFJ-8sAkA9r-F5Kc1tl-yflvZoKBLI8qg9i-YOKFz3_XvaEdACcO6rx1wYBerNpFrL73iI_hjQHuMft2BsD5ehEYbpsCm2s0ylQiFfpFNspqREa6bw=w426-h240-k-no,"Unnamed Road, Kathmandu 44600, Kathmandu 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Seven%20Eleven&query_place_id=ChIJoaQkTKgb6zkRj-lucrXMmRk
SEWA Resturant,Family restaurant,Family restaurant,"M9MQ+X32, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.684881,85.3876516,3.4,13,0,5,1,4,3.4,91,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,+977 1-6632726,,11,ChIJFaeNFKYb6zkR-rRN3kcxVns,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjhY9vToru2PD_OwUe4m6ViH_Mn36X2raKodeJlkyrG-0WqBzTlk9G33j_f0HvJ9_cCuwxKIEpS61Z96kfWiJyHZOo17bMGzmjXKZlJl5ssnW7SKtqCWNWN4ZJmAXZWIs2YoSksw=w408-h883-k-no,"M9MQ+X32, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=SEWA%20Resturant&query_place_id=ChIJFaeNFKYb6zkR-rRN3kcxVns
Sewaro Food Cafe,Fast food restaurant,Fast food restaurant,"M9FF+C2Q १५, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6735751,85.3726108,4.5,15,0,2,0,2,4.5,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 984-0302457,,50,ChIJT4prWQAb6zkRyznUh5fOk4c,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Opu8BBPLph4DkLG7MR8yng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.15271&pitch=0&thumbfov=100,"M9FF+C2Q १५, Araniko Highway, Madhyapur Thimi 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Sewaro%20Food%20Cafe&query_place_id=ChIJT4prWQAb6zkRyznUh5fOk4c
Sewaro Yung Sum Sekuwa Corner,Family restaurant,Family restaurant,"M9XF+3V9, Birbhadra Marg, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6976545,85.3747365,4.4,30,0,4,1,5,4.4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39,ChIJcSx9LgAb6zkRbSlthTqFPAw,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x8ijqZ_jYierv5wJR8bIAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.52783&pitch=0&thumbfov=100,"M9XF+3V9, Birbhadra Marg, Kageshwori Manohara 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Sewaro%20Yung%20Sum%20Sekuwa%20Corner&query_place_id=ChIJcSx9LgAb6zkRbSlthTqFPAw
Sha-Jhya Cafe & Funkey Delights,Cafe,Cafe,"MCCH+QR9, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6719183,85.4296154,5,2,0,0,0,1,1,91,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,+977 984-1916645,,17,ChIJIc6b3SIb6zkR1ZMvDlrhZ6U,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDaHfvWadKeHl5mRMlWFTUousRWeUFwC4ZlR_kMWa8xNS65Kg0YY6dcRAbo6FpkoVSOmF6MiEI_E1WBlcBqPU8_GA4zRsmbiGpj_oWWH1G5iNV3DoybC_SMpZIKQw8uO_cI0OsLA=w408-h306-k-no,"MCCH+QR9, Unnamed Road, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Sha-Jhya%20Cafe%20%26%20Funkey%20Delights&query_place_id=ChIJIc6b3SIb6zkR1ZMvDlrhZ6U
Shailungeshwor Dairy & Bakery,Bakery,Bakery,"M9FJ+722, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6731362,85.3800252,3.9,10,0,0,1,9,3.9,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 1-6639014,,18,ChIJWVmm720a6zkRWTsn6VHmj2M,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHT8SYyjIBxLtqoUNcS00XUpkCzqJZWUwFA4K2_gybo_t_1-rqap6FaGTmCxiyKVB2I95I4Cu6vmkNOq_HkKk6Cd3YmMxmHrcnNLwQmLgoI1EqQK1yAifSQNueL15cT9-37EyxK0kkUh_B_4veDp9cu8_N8MZlRJgPPkMgp2pGwR4UygKAi3mzZ8EgbV1zR-jrTrwU=w408-h306-k-no,"M9FJ+722, Araniko Highway, Madhyapur Thimi 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Shailungeshwor%20Dairy%20%26%20Bakery&query_place_id=ChIJWVmm720a6zkRWTsn6VHmj2M
SHAKTI DONUT STORE,Bakery,Bakery,"MCH2+RF7, Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6795461,85.4011803,3.4,26,0,0,17,8,3.4,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 986-0063989,,31,ChIJhzR6MQAb6zkReQoFx4QtB3I,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l5A5vjbpVUTvhWiAXR665Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.2383&pitch=0&thumbfov=100,"MCH2+RF7, Road, Madhyapur Thimi, Nepal",,https://www.google.com/maps/search/?api=1&query=SHAKTI%20DONUT%20STORE&query_place_id=ChIJhzR6MQAb6zkReQoFx4QtB3I
Shandaar Mo:Mo,Cafe,Cafe,"MC96+R9V, Suryabinayak 44800, Nepal",Suryabinayak,27.6696249,85.4109317,4,2,0,0,1,1,0,77,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,25,ChIJn2F0Sfkb6zkRKcfKLg1eJ9o,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-x3WVmdQWm8FRH7DCpnXfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.65785&pitch=0&thumbfov=100,"MC96+R9V, Suryabinayak 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Shandaar%20Mo%3AMo&query_place_id=ChIJn2F0Sfkb6zkRKcfKLg1eJ9o
Shandar Everest MoMo Purano Thimi,Momo restaurant,Momo restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6830967,85.3865375,3.5,27,2,6,1,13,3.5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,54,ChIJFSOMNz8b6zkRIrcv8twA4vc,https://lh3.googleusercontent.com/p/AF1QipNzU3-UY0K77Zc2xvBFrb86-hLzQybuDY40r1hI=w408-h306-k-no,"Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Shandar%20Everest%20MoMo%20Purano%20Thimi&query_place_id=ChIJFSOMNz8b6zkRIrcv8twA4vc
SHANDAR MO:MO,Restaurant,Restaurant,"Kamalbinayak, BATYAKAPATI, Nepal",BATYAKAPATI,27.6758611,85.448792,4,22,0,0,5,12,5,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 984-3783520,,26,ChIJ6ejBOaoF6zkRNCjAOk47-6o,https://lh3.googleusercontent.com/p/AF1QipOkKNawz1EPpIw_4tfioNnPKw2deAaMSL0bJ2xx=w408-h306-k-no,"Kamalbinayak, BATYAKAPATI, Nepal",,https://www.google.com/maps/search/?api=1&query=SHANDAR%20MO%3AMO&query_place_id=ChIJ6ejBOaoF6zkRNCjAOk47-6o
"Shandar Mo:Mo Birendra Chowk, Kadaghari",Momo restaurant,Momo restaurant,"M9XF+CC3 Kageshwori Manohara, Birbhadra Marg, Kathmandu 44600, Nepal",Kathmandu,27.6985501,85.373722,3.4,24,0,5,9,6,3.4,101.5,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,+977 976-7584623,,40,ChIJJ5eaD_AZ6zkR22Mq2MUy64o,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcFmXtWdZ7uSXPTzqj-5LKGyPBROzWF18XFW1a50Tl9vtmILi98Bn5UrzNbOUSpb9QEYBQu-axseTCLBCJGN5ArdigiQc1K1mOn9xcHiG8qOuFxBg4HVpXS5m8i-qE9N1S5OLO=w408-h725-k-no,"M9XF+CC3 Kageshwori Manohara, Birbhadra Marg, Kathmandu 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Shandar%20Mo%3AMo%20Birendra%20Chowk%2C%20Kadaghari&query_place_id=ChIJJ5eaD_AZ6zkR22Mq2MUy64o
Shandar Momo - Gatthaghar (शानदार मःमः),Dumpling restaurant,Dumpling restaurant,"M9HJ+778, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.673639,85.3734622,3.7,11,0,0,6,2,3.7,91,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,+977 985-1078080,,40,ChIJ56Za4PEb6zkRj19rbQCt9Uw,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwT2MQBw5u7bpxZM9oCuo81GRCJeSIAsZHp3yLBo5jlbbrU2L0Xq_dx6y7wfYsx3yjbvKnDzGV86ZSXhpLYK-tjNYmy9Mn83rg8aLkYiPlgW5rGLNo9I1EZ6GuOz585YwkCnkxe=w425-h240-k-no,"M9HJ+778, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shandar%20Momo%20-%20Gatthaghar%20(%E0%A4%B6%E0%A4%BE%E0%A4%A8%E0%A4%A6%E0%A4%BE%E0%A4%B0%20%E0%A4%AE%E0%A4%83%E0%A4%AE%E0%A4%83)&query_place_id=ChIJ56Za4PEb6zkRj19rbQCt9Uw
Shanghai Express | Chinese Restaurant,Chinese restaurant,Chinese restaurant,"14 Pottery Square, Bhaktapur 00001, Nepal",Bhaktapur,27.6699502,85.4277479,4.3,16,0,0,2,8,6,98,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,+977 1-5923681,,47,ChIJL8kiFAAb6zkRV5Ttuw6Yw3o,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rrmsRJHL6uG8HVMJBcEWXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.835724&pitch=0&thumbfov=100,"14 Pottery Square, Bhaktapur 00001, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shanghai%20Express%20%7C%20Chinese%20Restaurant&query_place_id=ChIJL8kiFAAb6zkRV5Ttuw6Yw3o
Shankha lal khaja ghar,Fast food restaurant,Fast food restaurant,"MCXW+45J, Chhaling Road, Bhaktapur, Nepal",Bhaktapur,27.6978251,85.4453949,5,2,0,0,0,1,1,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 984-1360846,,3,ChIJ4ffWMQAF6zkRhk6RoatbgQo,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sOALDtkjPGMrWMPcZkZk1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.72874&pitch=0&thumbfov=100,"MCXW+45J, Chhaling Road, Bhaktapur, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shankha%20lal%20khaja%20ghar&query_place_id=ChIJ4ffWMQAF6zkRhk6RoatbgQo
Shankhadhar Newari KhajaGhar,Restaurant,Restaurant,"M9CM+XVG, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6724497,85.3847092,4.3,23,0,1,2,10,4.3,98,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,+977 984-0209798,,25,ChIJ8S1TDeQb6zkRJbAZrWgoQRo,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0riXzmlhBTu2JX2XrufYneYgWfZNCgquvyfmtu83_ZiBN386Pql3xAsymhdaY_3TO128dKrgEAdQX9JBzufO6JZJacSRS3JbohxErKoFJ1q--E8MxtG4PM-nc_zYLkTVmIwvZQQ=w426-h240-k-no,"M9CM+XVG, Madhyapur Thimi, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shankhadhar%20Newari%20KhajaGhar&query_place_id=ChIJ8S1TDeQb6zkRJbAZrWgoQRo
Shanti hotel,Cafe,Cafe,"M9JR+V6F, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.682465,85.3906516,4,20,0,4,2,5,4,105,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,+977 985-1151829,,36,ChIJn-k341sb6zkRdOgTiBLYOQo,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9buu2mrv5iSmlhVufLf65tKIiwF69xhSe3Nb4nJSWUcy_9KXEEjk_uvyP-2y_t5fQF2KX28CWr6JW0pyt4x_4iBp7EzIEIgfzRs-B71Y5bhfNgMmaSXXGwjzlDiiTyxqofH3-=w426-h240-k-no,"M9JR+V6F, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Shanti%20hotel&query_place_id=ChIJn-k341sb6zkRdOgTiBLYOQo
Shanti Khaja Ghar,Restaurant,Restaurant,"M9QR+52V, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6879753,85.3900556,4.3,28,0,1,6,5,4.3,63,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,,27,ChIJ2zZeNQAb6zkRTO-hvReQqtk,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF0jPmmY0fxCIc6QwwOyLvU8pb2CUZZlhzKuo2_LXp2iEaWjmbQGDyxXWGUKuWQwtAR6yZaRkqQlL_i8ib7QmaeDDUcZb0_lWJfLtcG-Ve58RBB60OpiuZIpSCDh4dpnSngs-kJ9fp9cTVzu1gaf-9N5O7C52xBHBDHLpNS6fp1eR-M6DRtUWbi3VvFwhrgJKL32JU=w408-h306-k-no,"M9QR+52V, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shanti%20Khaja%20Ghar&query_place_id=ChIJ2zZeNQAb6zkRTO-hvReQqtk
Shanti Special Food Industry Private Limited,Bakery,Bakery,"Suryabinayak 44800, Nepal",Suryabinayak,27.6629488,85.4185637,4.5,28,0,0,3,9,4.5,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 986-5134070,,19,ChIJz_HLkKAa6zkRI-JSf-EcXu4,https://lh3.googleusercontent.com/p/AF1QipO-XQxwSva97yNak5Ga9X3SMuG0qsBIf894z-hG=w408-h654-k-no,"Suryabinayak 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Shanti%20Special%20Food%20Industry%20Private%20Limited&query_place_id=ChIJz_HLkKAa6zkRI-JSf-EcXu4
Shashil group,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6716926,85.4078369,5,8,0,0,0,2,6,144,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,+977 984-2560888,,28,ChIJ8UfL_SUb6zkR3nncS3xv3-o,https://lh3.googleusercontent.com/p/AF1QipOm5ktIWuGZ8NzqJghe7kzT4DCggpEhkv_PO-EQ=w408-h725-k-no,"Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shashil%20group&query_place_id=ChIJ8UfL_SUb6zkR3nncS3xv3-o
Sheraton Banquet,Bar,Bar,"MC7R+6RG, Jagati Road, Suryabinayak 44800, Nepal",Suryabinayak,27.6630623,85.442084,4.3,13,0,1,1,4,4.3,84,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,+977 984-1693147,,3,ChIJK2bqFAAF6zkRmsytKe0gytg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSznoXBDjOtjeV9ERw8inhgTOocX43lKCqH0v_UsLYHk2vptEVteQELP4vqwiRgPT5LFPUycCOP47Zp5pjzBJ-OSTlPcxwz7C8pv2mEm2NIniDNphAj2pKs3aIbOLK-jVxahQ3Jznt8L7iMS=w408-h306-k-no,"MC7R+6RG, Jagati Road, Suryabinayak 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Sheraton%20Banquet&query_place_id=ChIJK2bqFAAF6zkRmsytKe0gytg
Shirish room,Tea house,Tea house,"M9HV+V89, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6797213,85.3933434,4.2,11,0,2,0,3,4.2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,ChIJNcv5QAAb6zkRtQ1SrFXx7LY,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MDwQ-3zW4EUXhEeJ09TPMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.00981&pitch=0&thumbfov=100,"M9HV+V89, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Shirish%20room&query_place_id=ChIJNcv5QAAb6zkRtQ1SrFXx7LY
Shiva Guest House,Cafe,Cafe,"Durbar square, Bhaktapur 46800, Nepal",Bhaktapur,27.6718108,85.428603,5,1,0,0,0,0,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 985-1129912,$22.00,77,ChIJXS_u6e8b6zkRXuKM9ZM8qM0,https://lh3.googleusercontent.com/p/AF1QipOxzYjz_qr3Z9x3SczJqbXx4vv0aLmqHK8Pa8Is=w408-h306-k-no,"Durbar square, Bhaktapur 46800, Nepal",,https://www.google.com/maps/search/?api=1&query=Shiva%20Guest%20House&query_place_id=ChIJXS_u6e8b6zkRXuKM9ZM8qM0
Shiva ram house,Bar,Bar,"MCFQ+RXR, Bhaktapur 44800, Nepal",Bhaktapur,27.6746056,85.4399017,5,1,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,6,ChIJv_bUAgAF6zkRjPICtBduTJk,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=55P7FILk4tIlj_FYL5HYtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.7647295&pitch=0&thumbfov=100,"MCFQ+RXR, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shiva%20ram%20house&query_place_id=ChIJv_bUAgAF6zkRjPICtBduTJk
Shiva sweets and fastfood restro,Restaurant,Restaurant,"MCF5+RQF, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6745623,85.4094066,4.5,8,0,0,0,4,4,92.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,+977 984-1131297,,35,ChIJC1g5Btgb6zkRe29CNdsmQ6U,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmIjaFyidH26qGH6DKQsrN4qiJPttOaEAX5-VR75CLs0iprQXYIhzhX1l6_ux0Z1fGadO-54ujnsZYEa6psumnySuKmdlHKugST4kzIDM5ylZIm22Qe2wk1gQN0At3I00Vm_0q=w408-h306-k-no,"MCF5+RQF, Nagarkot Road, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shiva%20sweets%20and%20fastfood%20restro&query_place_id=ChIJC1g5Btgb6zkRe29CNdsmQ6U
Shivakoti Tea Shop,Tea house,Tea house,"M9GX+52Q, Unnamed Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6754601,85.3975955,3.6,23,0,3,6,12,3.6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,ChIJzVnXmfgb6zkRH-Sr_9mJKko,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uL156W6MSypDUskVz5BEIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.85522&pitch=0&thumbfov=100,"M9GX+52Q, Unnamed Road, Madhyapur Thimi, Nepal",,https://www.google.com/maps/search/?api=1&query=Shivakoti%20Tea%20Shop&query_place_id=ChIJzVnXmfgb6zkRH-Sr_9mJKko
Shova Coffee Shop,Coffee shop,Coffee shop,"MCCC+JM3, Siddhaphokari, Bhaktapur 44800, Nepal",Bhaktapur,27.67151,85.4216859,4.3,311,0,1,38,160,112,98,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,+977 1-6619220,,15,ChIJo3m2ZKMa6zkRx2AXNDv-B94,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHeEDl4YLKYz1W6IweTCfwi5E6Sfpfww4Uyj8fkCsdFafqrmTISX3KyQeT3uD6votaUwdHpzBsOGrOXE-do4JB-VOu35V4N2eG3ibJHsKZRuk-lM2hMLr9qWi0mF0VYsL6WlMxSgT0NKcOGoGnYh2k0pywG_gQ0-3wSbjNhYb-GLqdESRgiusUIuBSjQTVNDmBBxg=w408-h306-k-no,"MCCC+JM3, Siddhaphokari, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shova%20Coffee%20Shop&query_place_id=ChIJo3m2ZKMa6zkRx2AXNDv-B94
Shova Dairy,Bakery,Bakery,"M97R+PJM, Anantalingeshwar, Nepal",Anantalingeshwar,27.6643386,85.3916075,4.1,21,0,5,0,4,4.1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,ChIJa9uHBwAb6zkRHXJTDmDlpeo,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YvsQdrPKwocbwPh5e5OdRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.86443&pitch=0&thumbfov=100,"M97R+PJM, Anantalingeshwar, Nepal",,https://www.google.com/maps/search/?api=1&query=Shova%20Dairy&query_place_id=ChIJa9uHBwAb6zkRHXJTDmDlpeo
Shree bajrabarahi newari mithai pasal,Bakery,Bakery,"M9QQ+PR2, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6892554,85.3895181,3.6,11,0,3,0,6,3.6,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 976-7570893,,24,ChIJI0fFQQAb6zkRZA3wH0KdNkU,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYiCQbakeouJh2G3raVnegNyH3I0BpYJu2iR5LDLe2eU0eFUg6OCZc2LZ-UjbShVrbZZYZlVtgn_zAl4vZ535GCd01cM__s-ZGncUPfDMPGXj6Y-tAGVqChLXppduH3mSPdZKpAeTcfJVa=w408-h544-k-no,"M9QQ+PR2, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Shree%20bajrabarahi%20newari%20mithai%20pasal&query_place_id=ChIJI0fFQQAb6zkRZA3wH0KdNkU
Shree Dolkha Khaja Ghar and Restaurant,Restaurant,Restaurant,"PC57+42X, Changunarayan 44600, Nepal",Changunarayan,27.7078514,85.4126141,4.5,14,0,0,2,3,4.5,63,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,,,20,ChIJVei45eEa6zkRwVg-T92XFQk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxY8wlcY1xaATrk2Ec3o3CanyJHdeBGVWqXlJd--TTnYzVxwwGZZpkQxG-Fca-yw5CqsVq8MB4B4DLXKkMK1M5eSoVM6tjWlXvcOYlSIMy5LKBGnfD3gFQayfS9-GjqoEAGdYfR=w408-h409-k-no,"PC57+42X, Changunarayan 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Shree%20Dolkha%20Khaja%20Ghar%20and%20Restaurant&query_place_id=ChIJVei45eEa6zkRwVg-T92XFQk
Shree Jagati Mithai Bhandar,Candy store,Candy store,"jagati, Bhaktapur 44800, Nepal",Bhaktapur,27.6665544,85.4377743,4.5,22,0,0,2,10,10,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 1-6616913,,33,ChIJbdN4lpQF6zkRUTXB7mc97Vw,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyO2ZDvMv91DJS7nEruRLVF5iNkeP3abWL38qFh68j3tWK1SejYy8a4B3HQbcUv3rKYLvDuQ_tJ_Ac1M4e8oMFxH6sfkUGrEFuKLmpEdumx1Gyd_4L47z3XN9dWevndgW6UFeLR=w408-h594-k-no,"jagati, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Shree%20Jagati%20Mithai%20Bhandar&query_place_id=ChIJbdN4lpQF6zkRUTXB7mc97Vw
Shree Krishnarpanam Sweets And Chaat House,Restaurant,Restaurant,"Marselee Complex, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.674294,85.374302,3,29,4,11,3,4,3,94.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,+977 1-6638257,,24,ChIJF1EG6BIa6zkRZOTG0arvHSM,https://lh3.googleusercontent.com/p/AF1QipP6jHqzO57wNQgH0VHRegAudCsoJ0eKGRwGgY5x=w408-h544-k-no,"Marselee Complex, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shree%20Krishnarpanam%20Sweets%20And%20Chaat%20House&query_place_id=ChIJF1EG6BIa6zkRZOTG0arvHSM
Shree Shiddhikali Newa Suli,Restaurant,Restaurant,"M9JM+H76, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6814131,85.3831463,3.2,23,6,4,3,0,3.2,91,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,+977 986-0412943,,43,ChIJVRY-ENgb6zkR5SxaX1HBddc,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzy_Zp9B5jus3oJ6b0tEa6RCi7oyDDfcukyXZG8y1WYfqMlRZtSPcnInWgPig5xLdqA_TA4x6Tl4UQ8340LEYD4CV_7WaURuIw2nB85ge__laNkqZ4lTZzUOcwNl4Yf4OMfMQhm4Q=w426-h240-k-no,"M9JM+H76, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Shree%20Shiddhikali%20Newa%20Suli&query_place_id=ChIJVRY-ENgb6zkR5SxaX1HBddc
Shreezan house,Restaurant,Restaurant,"Nikosera 3, Bhaktapur, Nepal",Bhaktapur,27.6809798,85.3988183,4.9,57,0,0,2,18,37,105,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,,19,ChIJ-9skA10b6zkRMaVqIRwFbtE,,"Nikosera 3, Bhaktapur, Nepal",,https://www.google.com/maps/search/?api=1&query=Shreezan%20house&query_place_id=ChIJ-9skA10b6zkRMaVqIRwFbtE
