name,main_category,category,address,city,lat,lng,rating,reviews_count,imageUrl,phone,url
Ram Mandir,Hindu temple,Hindu temple,"Hanuman Ghat / ShivaLinga, khorhe 44800, Nepal",khorhe,27.6694792,85.4345527,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPOzN7NLHrHDdCjVQ8vO3TxqbayqOsCehQzmhMHSkhgmFRnyJa22V3CHddWtEv9tAPWFNIwsb5mVYu7wTqerJIeWkESBbV-Gaov-JAHVqKoBM3LaHKgwFD0qDh-q7WWvCrc8Ae=w408-h307-k-no,,https://www.google.com/maps/search/?api=1&query=Ram%20Mandir&query_place_id=ChIJU58sxmAb6zkRwKLy4MOPIZE
Radha Krishna Mandir,Hindu temple,Hindu temple,"MC9M+QRW, Bhaktapur 44800, Nepal",Bhaktapur,27.6694879,85.4345678,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xYaD2ma9Fa4STPo8BVNP7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.07274&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Radha%20Krishna%20Mandir&query_place_id=ChIJy99iKgAb6zkR6w0gQUT9WIg
Thusa Ganesh Temple,Hindu temple,Hindu temple,"MC9P+GRV, Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6688639,85.4370465,3,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_sH3Gki-_DntcRTT9k3bZeJd1sPoJecivClVA1eTldmWlLYPFChV_GFR4DG7kp0QTDxPsrZZdjj4zvsmfdOET6aSsbdKh3kjLXf4SQTm2p5exnykZctj2PAm50OMDIG17sxGU=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Thusa%20Ganesh%20Temple&query_place_id=ChIJXV3PrSgb6zkRhnK40Kr2138
Dakshinkali mandir,Hindu temple,Hindu temple,"MC9Q+XHJ, Bhaktapur 44800, Nepal",Bhaktapur,27.6699542,85.4388846,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9kBKIE5Fq_tQzWNbPJ-2VQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.4766&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Dakshinkali%20mandir&query_place_id=ChIJBzf4YgAF6zkRy86x-4_cYd0
Maheshwari Ghat महेश्वरी घाट,Hindu temple,Hindu temple,"MCCP+CFG, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6710644,85.4361888,4.5,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwdm-N5-oaU62oFwWnTeH56eDjbREEIrhlTn7fZDayFoD2eYod7r7zhqYLXNsbcIh4CWew6h1QGh0dhA4ug9cqGFdI8E5E1izgNP3Z3x7XO1a2CG64mrpSAbeW2PxX4r7GkBAc0=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Maheshwari%20Ghat%20%E0%A4%AE%E0%A4%B9%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0%E0%A5%80%20%E0%A4%98%E0%A4%BE%E0%A4%9F&query_place_id=ChIJdVdj5qwa6zkRSQsmkuuSoMg
लक्ष्मी मन्दिर,Hindu temple,Hindu temple,"MCCP+CFG, हनुमानघाट सडक, Bhaktapur 44800, Nepal",Bhaktapur,27.6710674,85.436188,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0eLgi87wOAEdrfNs00pVHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.8826&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=%E0%A4%B2%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%8D%E0%A4%AE%E0%A5%80%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJ12Z84Kwa6zkR_FamrVYs7Hc
The Jai Shri Rameshwar,Hindu temple,Hindu temple,"Hanuman Ghat / ShivaLinga, हनुमानघाट रोड, Bhaktapur 44800, Nepal",Bhaktapur,27.6694293,85.4342983,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AuGICRGmGJwOFgEf0GD2Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.57275&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=The%20Jai%20Shri%20Rameshwar&query_place_id=ChIJYzQpZqwa6zkRhBuA7UlLKaI
Sani sankata temple,Hindu temple,Hindu temple,"MCC5+M4G, Suryabinayak 44800, Nepal",Suryabinayak,27.6716994,85.4078166,3,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-Bc145zLWaEBnIWg0EgayBYTNNDsrejuBZDBJoenb3kJS7EIDGX0S1DyOqK8cPeluqx-PAlJ82xmXHTL6RF3bHMMCqxo95DchST2rdWw3jwUhyTI7WfR3Es6rr2lEEMhDe6c3=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Sani%20sankata%20temple&query_place_id=ChIJPyHAbwsb6zkR2JCzLoKUSqg
Chonga Ganesh Temple,Hindu temple,Hindu temple,"MCF6+P94, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6742589,85.4109479,4.4,329,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCXTsx9FeDkbjajuJLA_9Ax2_5N7j2LpLkqhMX9n5bYqy_HNchlpTwlbfSYHNEsHqHCq9_isClXbb5YXxd4QW_bfOEycBCJgszhW917wJOm8HCrsVjdOFYuadZrxLDaxdcmYrt1A=w426-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Chonga%20Ganesh%20Temple&query_place_id=ChIJYTlFupAa6zkRw3uT40-sMsw
Shiva Temple,Hindu temple,Hindu temple,"MCF3+HP5, Bhaktapur 44800, Nepal",Bhaktapur,27.6738886,85.4043731,4.4,7,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxU1nmyxxvq3bumfAE7FqiLJfnAzGTdm_XRUaLqcIny6nA0Aj7Ws32crsDuuZQZDHs4KIk0xiEPpy4ZYX4hmirivZvrW-2ZxgGtDsjSoXd1gIJSfyJlM2cjghyyPmhCU8ZooujNl7pRsBad=w408-h543-k-no,,https://www.google.com/maps/search/?api=1&query=Shiva%20Temple&query_place_id=ChIJ2-CqnjYb6zkRHiw1iSJVAxU
Ganesh temple,Hindu temple,Hindu temple,"MC95+P25, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.6692669,85.4075995,3.6,10,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHPJmRuwZ9KxmnOVAK-pXkTNU0iKdmxg5-r9a3jl10U6KhI28gQAYY2O18VDwi2tqeCrEoIusbn8lN3sP-JYAUN0nUUxDUYemVB1U1DnB4gTS_LMfpSp3ODcWS5qmoGZk8UvGc0VCyXr2BXa9LBiRuQ_ERpCzMH8IztVgFJJolupNK0wXEtYDi5-56aetwU_S0C0Aw=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Ganesh%20temple&query_place_id=ChIJtWVbPJsa6zkRqdpKqFzyQwU
Hriddhi Binayak,Hindu temple,Hindu temple,"MC98+23P, Suryabinayak 44800, Nepal",Suryabinayak,27.6676168,85.4151636,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLKVVCNSm5yHPWdu4Io1PHsYNoV_Hqid_7QJojWjV0g1X1_hp1ZEzq_x1oxKDPtghk28wCdD-cyewsUCTxAAf6-H8tlXPFaxhHXQsAnrwFNiQEg9DRLBJ1tTH4W1NlCPaGPesbQg=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Hriddhi%20Binayak&query_place_id=ChIJ-a-MiVAb6zkR4HEYHUTQ7SQ
Radha Krishna Temple,Hindu temple,Hindu temple,"MC79+W7R Chundevi, Suryabinayak 44800, Nepal",Suryabinayak,27.6648514,85.4181367,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlL75QcW0TAJu-33OKXyBgAAdq9vR-QpqIh2bK-fMbfCWQ8ldC7t0b8w7O3s_diMZAvOFTyaIAJKObM3dzCQCuD42vkbzj7jcfG5OiE9FiwAug2hPT8MPLhlmfDVIsvm5FtxtnrGGSdPMx=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Radha%20Krishna%20Temple&query_place_id=ChIJS4bkNQAb6zkRY5lgN8EiVs8
Ganesh Temple,Hindu temple,Hindu temple,"MCF4+F4V, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6737256,85.4052963,4.3,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw033hFZQJriBhXlCk5-WZu3N2px9rWc58rh416r6nzsDDXBpdg5ZrSQHyz0wTU_CBS5L5F9xCDpMj_VqMSJAzqmJIgTAY7U_Gsqj6fLJqFimVLR6MBNp1bee7NKoJ8UQveog2faXWEkW7C=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Ganesh%20Temple&query_place_id=ChIJ2dSfx-gb6zkRpV73Ptf9QAI
Bramhapur ब्रम्हपुर (बलंपु),Hindu temple,Hindu temple,"MCCG+5J5, Bhaktapur 44800, Nepal",Bhaktapur,27.6703944,85.4266092,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGzF866qNimK5KfFqEZ8qdR1McxRJqXID5yqVMWEgdy54RLlHVKsfCIT0qE2WrTm8A3ISgY8Yy5ygzhXVWYEEMY4YEGSGYdTvzlN7XtTSXWAVoaWchWl1_YMkUBlT1dGF7RG96=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Bramhapur%20%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D%E0%A4%B9%E0%A4%AA%E0%A5%81%E0%A4%B0%20(%E0%A4%AC%E0%A4%B2%E0%A4%82%E0%A4%AA%E0%A5%81)&query_place_id=ChIJbXToja8b6zkRr2NaKzGnEV4
Vatsala Mandir,Hindu temple,Hindu temple,"MCCG+5X4, Bhaktapur 44800, Nepal",Bhaktapur,27.6703894,85.4274434,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3e-x7WLyTcOqDbKdMu-497Vjqtt8TjL-ar_a4-C2YulbcrNALpiGwm9csm5x5Gs_ba5Sp_6cUq4qmrTLIFc2kSUFeiUi6yGW_PDTIkZlneCJ6OUvFcNxYAQRmABlqz_zaNx9xz57JRoI=w408-h474-k-no,,https://www.google.com/maps/search/?api=1&query=Vatsala%20Mandir&query_place_id=ChIJE9fkIQAb6zkRKsTL7ZpX488
Kumveshwor Temple,Hindu temple,Hindu temple,"2 Sallaghari- Duwakot Rd, Changunarayan 44800, Nepal",Changunarayan,27.677397,85.4069953,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaAXINbzqZg5HYFvIQAtUSa02S5UjyZVU0pnI1SrjI6zpr2gybaAPAM_NxddqNPFJKL7Sk4vwwvL6ZPDrdbkaznAoEg10Yj9ut4732z_cyBiZXoUcgsg4vvPSO9TQWw-Mx9qcbpO43jub_=w408-h408-k-no,,https://www.google.com/maps/search/?api=1&query=Kumveshwor%20Temple&query_place_id=ChIJDy2HszQb6zkRDyg1RXAf5Hg
Ram Janaki Temple/रामजानकी मन्दिर,Hindu temple,Hindu temple,"MC9G+6XQ, Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6680856,85.4274775,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnKEX-vSL8xlBYKBBimGRFAD0sc8I1IPIKom3FG4deFJWTXICXdLl_crQDgVjFEfYWpc_4TDt4Su37G70yY6G7jys_jYqgvwzQ3FTePBdbn-KY8_kIPdwY_KAr8uxpTHpoBuRhtw=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Ram%20Janaki%20Temple%2F%E0%A4%B0%E0%A4%BE%E0%A4%AE%E0%A4%9C%E0%A4%BE%E0%A4%A8%E0%A4%95%E0%A5%80%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJBacMC4wb6zkRDPl8LhX4MaY
मङ्लेश्वर महादेव,Hindu temple,Hindu temple,"MCCG+4XH, Nasmana, Bhaktapur 44800, Nepal",Bhaktapur,27.670323,85.4274871,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1U3oUv6QeVCNGw7ZN8vFTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.35048&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=%E0%A4%AE%E0%A4%99%E0%A5%8D%E0%A4%B2%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0%20%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A5%87%E0%A4%B5&query_place_id=ChIJY5pWBgAb6zkRsGxuP3gl8uY
बटुक भैरव,Hindu temple,Hindu temple,"MCCH+RFP, Bhaktapur 44800, Nepal",Bhaktapur,27.672191,85.4287874,4,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjwjV3nV48eYY-_rVl1pAJLJ86imABKjLlqC1W29JCMadanoWgDs3oeZjpljJSnPXksOddRDJe-KQS26RJsgymbO-5yQVDnxfiLNb3v0I5gy_aCtccETJdPA57qjZ3QQiE6rMahvmhXuY=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%AC%E0%A4%9F%E0%A5%81%E0%A4%95%20%E0%A4%AD%E0%A5%88%E0%A4%B0%E0%A4%B5&query_place_id=ChIJuRciNgAb6zkRnIAXjeLQnQo
Chuma Ganesh Temple,Hindu temple,Hindu temple,"MCFJ+R58, Bhaktapur 44800, Nepal",Bhaktapur,27.6745275,85.4304524,4.6,5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKEdx1HyNpvBDzkmQvjPqgOlLg87drvEzORvClRaWqgm5CTwxFm-Vl8ugxq15cqMUNroc76ff4eV_B2_wpPbfKj34vtE29RTSeSz-YuDgAMirzQLaaScm1l439mHPxkRLLkIadpg=w408-h586-k-no,,https://www.google.com/maps/search/?api=1&query=Chuma%20Ganesh%20Temple&query_place_id=ChIJW1B-0LEa6zkR-EJ4qlxJLpA
Mangal Tirtha मंगल तिर्थ,Hindu temple,Hindu temple,"Taha Falcha, Bhaktapur 44800, Nepal",Bhaktapur,27.668336,85.4250359,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxHexm5fZcvL5BfWkeJUHbO6Bt9zSsvyNIKelmFRc2N955qPAWSa8Vuqf2-WQ7iMQMsKLBavjndrihKT0NQdpay9bpTX7zgywvIJBjMJNpzG1rBys9qBrzxilgYMOPXV6NXZ8Hq=w408-h272-k-no,,https://www.google.com/maps/search/?api=1&query=Mangal%20Tirtha%20%E0%A4%AE%E0%A4%82%E0%A4%97%E0%A4%B2%20%E0%A4%A4%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A5&query_place_id=ChIJEY-p1d4b6zkRC-Pn11DlgIY
Barahi Ajima Dyo Chhen,Hindu temple,Hindu temple,"MCCG+8CJ, Vanshgopal, Bhaktapur 44800, Nepal",Bhaktapur,27.670833,85.426007,4.7,6,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5a09HoRFmWRA_yjswvnL6bmDOq8j1oLy8GeB75GDOrDJ0JjMbKGXIUPRdAeTgwq_OZyj9eaIvSoFRlnNNyv-1uzsO0mH50VQrPLpgnLS1RTcReSu9GwT-kQAPe6P6t5PsCWFq=w408-h905-k-no,,https://www.google.com/maps/search/?api=1&query=Barahi%20Ajima%20Dyo%20Chhen&query_place_id=ChIJ0b7un6Ua6zkRhJ2IxnCqUMs
Swamala Ganesh Temple,Hindu temple,Hindu temple,"MCCH+F9F, Bhaktapur 44800, Nepal",Bhaktapur,27.6711876,85.4284239,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3w8tCyWF9uJ8W3YLqM_KVPf-z6mT-StXFg-aHZlO3CPw-630r3C4lSX3vrBRk4AG22rrvNgfLhJ86bc3IVz8krzSfGUuLuJC3Ooh8ozr5koh_IF8lro4TJbEFvR8Y9p5_O0UcSQ=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Swamala%20Ganesh%20Temple&query_place_id=ChIJFb4cn68a6zkRgEWYX632Yq8
Mulakhu Ganesh Temple,Hindu temple,Hindu temple,"Nasamana Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6704728,85.4267575,4.3,4,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF_oVigutCIKTvZM4dX3p9cZgmE8UMYJ2FPhydLh0TQWv1W4fcOGDtAWMzMd9Ohg4whMDF4mEd0lsNTbbYt19ZyK3Kt6NSTTiI6ywbTEmyUrliux68tN_IMxxGNbCvELQVvmiuEsoO6gPALiJ9O3q6RKiUX4JNriKcOvkd88sOavgTRs3JcpDgGZ-GMoHOKwC304Bw=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Mulakhu%20Ganesh%20Temple&query_place_id=ChIJEUZhhKUa6zkRu4QrQsNj-K8
Jetha Ganesh जेठा गणेश,Hindu temple,Hindu temple,"MC9H+V3W, Bhaktapur 44800, Nepal",Bhaktapur,27.6697429,85.4276952,4.5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxC_gAHTR148ORLqhybVw2s0331wwB3rzw2Sjbfp-MeaEclohVCSLrsgGzKYZwlq2nr3rmnu9JwAAHTwyZrzoGUW5-MjY2lKBMayd0Xf-edvtpJ-uA-4VlU2JFyrAxx9LUYMpAHBQ=w408-h308-k-no,,https://www.google.com/maps/search/?api=1&query=Jetha%20Ganesh%20%E0%A4%9C%E0%A5%87%E0%A4%A0%E0%A4%BE%20%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%B6&query_place_id=ChIJqYkTNMsb6zkR-IQkh4BUeu4
मंगलेश्वर महाद्यः (𑐩𑑄𑐐𑐮𑐾𑐱𑑂𑐰𑐬 𑐩𑐴𑐵𑐡𑑂𑐫𑑅),Hindu temple,Hindu temple,"MC9G+97G, Bhaktapur 44800, Nepal",Bhaktapur,27.6685107,85.4257033,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DByyxTXRmFqt_zlANGO81A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.29636&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=%E0%A4%AE%E0%A4%82%E0%A4%97%E0%A4%B2%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0%20%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%83%20(%F0%91%90%A9%F0%91%91%84%F0%91%90%90%F0%91%90%AE%F0%91%90%BE%F0%91%90%B1%F0%91%91%82%F0%91%90%B0%F0%91%90%AC%20%F0%91%90%A9%F0%91%90%B4%F0%91%90%B5%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85)&query_place_id=ChIJvTasGwAb6zkRObuKh8MPSvA
Krishna Mandir,Hindu temple,Hindu temple,"MCCG+CH3, Bhaktapur 44800, Nepal",Bhaktapur,27.6710093,85.4264172,4.8,6,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQyXTkVTkdEwwyitlCSwCFMfI59gloZ8pWZjB_NhNNXevMhQ2_NUxJcUABJlFk1ae-3ZAcl9r1NWHRcZQbgQfYVjcU7dfZb388Jg7PHeXUmWU4GBjHsHypAthO6iILc-06tNLe=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Krishna%20Mandir&query_place_id=ChIJoQVNdqUa6zkRFINMUkF22EE
Ram Mandir राम मन्दिर,Hindu temple,Hindu temple,"MC9G+6XV, Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6681133,85.4274375,4.5,18,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnhWISfKivBOz436vOPrxQ4hzd9zd0avHSLVsaQWYFLGFm7ixulFZ7_8Qb_pvsPqV4mUK7qy_biJl9g0eaUeGIelFb8wLx0ojWbNouTHZfOKPSkaK6Cl4CnCrt5dIFBrDI7X-q=w408-h273-k-no,+977 980-8337019,https://www.google.com/maps/search/?api=1&query=Ram%20Mandir%20%E0%A4%B0%E0%A4%BE%E0%A4%AE%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJlWY7w6Ua6zkRcyvMZ4Rf2ow
Lakolachhen Ganesh,Hindu temple,Hindu temple,"MC9H+PR7, Lakolachhen, Bhaktapur 44800, Nepal",Bhaktapur,27.669677,85.4285841,4.6,8,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHc1D1NXHyxMPlE3cBMmqpWmJ3wHZK710ehAtFcWhJpBpCf3MXbAizg62UMNx79eQMbcN5-i3tA3-Zk8oUR4XsMWnx_gTZcz33evo06uLHGKfOn_4FJqnxndrMTMV5-aopQsW5oi_E2AIVtVs0XItkoKjqeBVV01OOBC014uwh5fIVxB0TnX_bdoc2OPXjpfgl-Cwk=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Lakolachhen%20Ganesh&query_place_id=ChIJBfYYFa8a6zkRD41nGVjP6TA
Siddhi Laxmi Devi,Hindu temple,Hindu temple,"12 Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.670083,85.4282786,4.7,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmb_8FgqGNvL_WeLZJ3w-MNPVWWG4mwCJiVfM3cn-05N_de6qNVnsGmbBbY7QKRLah8Ur2LmNDEYNm5LWVxF0TeQcob4-pOrlViVf0cO53I1AfdAk65PV7L7eeCugFAi7uMo3k=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Siddhi%20Laxmi%20Devi&query_place_id=ChIJJ6gYqa8a6zkRFJDIx5aTIsw
Jai Shri Ganesh Temple,Hindu temple,Hindu temple,"MCCF+98V, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6709821,85.4232972,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GIK6uOfIB6tMqZC68GsyqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.1979&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Jai%20Shri%20Ganesh%20Temple&query_place_id=ChIJU97diqQa6zkRO-Su4PqJIkA
Makachowae Ganesh,Hindu temple,Hindu temple,"MC9G+H98, Bhaktapur 44800, Nepal",Bhaktapur,27.6689231,85.4259635,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x4wWVGr417j3tskyyXxZaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.713802&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Makachowae%20Ganesh&query_place_id=ChIJR71DTAAb6zkRroMNB0xkQBs
Shiva Temple,Hindu temple,Hindu temple,"MCCG+5J5, Bhaktapur 44800, Nepal",Bhaktapur,27.6703911,85.426609,5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMbxqkqqZVwZEjYqlrbi-qtG1MHSIJY3QueB0DZz3Bfxnr1KZWER5NO8rme-PsWtQQ4x7dtz9PDTjU6UYL8D6OORjT35A1o_T6XEOqru5zAs_keDFScFcYqpAk8K9C9Hdbtz79qw=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Shiva%20Temple&query_place_id=ChIJY2zYmqUa6zkRsK1rgrOnJQY
Gorakh Nath Temple,Hindu temple,Hindu temple,"Jetha Ganesh Temple, Pottery Square Road, Bhaktapur 44800, Nepal",Bhaktapur,27.670127,85.4276951,3.3,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoJc72g4BjLOTYb26R7oJUrm_Y3Y_C79lkr3j88uqDbctP7_KyN15yNoqkKtr9vDwk0IKLJVW6AArKzh6cYQOzfP-909dGEWSkj0jIXQZduRbljeeOmiygwEOGA8GPB5mKduo=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Gorakh%20Nath%20Temple&query_place_id=ChIJRVAiZa8a6zkRPZEf9BoCUUQ
Sita Ram Temple,Hindu temple,Hindu temple,"MCCF+98V, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6709855,85.42331,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1E-Pk9vY0gE1GEgUvPSsnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.05898&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Sita%20Ram%20Temple&query_place_id=ChIJJY0ji6Qa6zkR0s1k5iWLeSc
Bhulancha Ganesh,Hindu temple,Hindu temple,"MC8G+PV6 Bhulancha, Bhaktapur 44800, Nepal",Bhaktapur,27.6667868,85.4271509,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=azGNCoU1_v5LJuImeGcqIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.03748&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Bhulancha%20Ganesh&query_place_id=ChIJ3x7AqIwb6zkRFmClITZy0yw
Jay Praani Temple,Hindu temple,Hindu temple,"MCCG+G3G, भक्तपुर मार्ग, Bhaktapur 44800, Nepal",Bhaktapur,27.6713042,85.4252005,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0HzVpjSWGpITuaT_iJyQlXdSf0SuMjFfDtexViB-qr1jlfe1AzM6z9JiSFvso2m_2vmsxmUiNFjwMARNdqRdM_hzxu0n6yigwuVjb3ebTAp3wzQvxMHRYn6S5Uas1fdF15Whi=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Jay%20Praani%20Temple&query_place_id=ChIJvfm9BaUa6zkRkYEoXIt6wr8
Sweta Bhairav,Hindu temple,Hindu temple,"MCCH+879, बुल्चा मार्ग, Bhaktapur 44800, Nepal",Bhaktapur,27.6707967,85.4282262,4.9,7,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNRT5NxlaJ7U8yITrsiVqhKDMFDM1LEeFqVjgirzwZRphrQrazd-JDZOFxfqlXHXEklbffaSgcnt_2AVbzg73RnnjPTOlGKg0KvjpkBIndRbtuE40p2B8s_Qxnk3s97-OfHUOUNw=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Sweta%20Bhairav&query_place_id=ChIJO3vWda8a6zkROQpuyli2e4Y
